X,Y,Z,LABEL 0 OR 1
-1.784,4.344,10.15,1
-1.235,3.952,8.894,1
-1,3.559,7.482,0
-1,3.403,6.855,0
-1,3.246,7.012,0
-1.471,3.246,7.325,1
-1.549,3.403,8.188,1
-1.784,3.716,9.679,1
-1.392,3.716,11.405,1
-0.843,3.795,12.111,0
-0.372,3.716,12.19,0
0.019,3.481,12.425,1
0.176,2.932,11.954,1
0.176,2.54,10.307,1
-0.058,2.461,9.051,0
-0.294,2.54,8.738,0
-0.529,2.775,8.659,0
-0.764,3.089,8.659,0
-1.078,3.403,8.345,0
-1.314,3.559,7.953,0
-1.549,3.638,8.031,0
-1.706,3.638,8.031,0
-1.863,3.638,7.953,0
-1.863,3.481,8.031,0
-1.627,3.481,8.502,0
-1.314,3.167,8.816,0
-0.764,3.01,8.894,0
-0.294,2.696,9.051,0
-0.215,2.618,9.051,0
-0.058,2.54,9.444,0
0.019,2.461,9.601,1
0.098,2.461,8.659,1
-0.137,2.54,7.875,0
-0.372,2.775,8.11,0
-0.372,3.01,8.345,0
-0.529,3.403,8.188,0
-0.921,3.716,8.345,1
-1.157,3.952,8.894,0
-1.078,4.109,9.208,0
-0.921,4.187,8.894,0
-0.843,4.03,8.659,0
-0.843,4.03,8.659,0
-0.451,3.873,8.738,0
-0.294,3.638,8.816,0
-0.215,3.324,8.894,0
-0.137,3.089,9.365,0
-0.058,2.932,9.522,0
-0.137,2.775,9.757,0
-0.058,2.775,9.914,0
0.019,2.696,9.914,0
0.098,2.853,9.836,0
0.019,2.932,9.522,0
-0.215,3.167,9.444,0
-0.451,3.324,9.522,0
-0.764,3.638,9.522,0
-0.843,3.716,9.522,0
-0.843,3.873,9.601,0
-0.921,3.952,9.601,0
-0.921,4.03,9.522,0
-1,4.03,9.679,0
-1.157,3.952,10.15,0
-1.235,3.873,10.307,0
-1.235,3.716,10.307,0
-1.157,3.559,9.993,0
-1.078,3.403,9.522,0
-1,3.246,9.051,0
-1.157,3.167,8.659,0
-1.392,3.246,8.581,0
-1.627,3.324,8.816,0
-1.627,3.403,8.894,0
-1.627,3.559,8.738,0
-1.471,3.559,8.738,0
-1.392,3.638,8.581,0
-1.157,3.559,8.659,0
-1.157,3.559,8.659,0
-1.235,3.559,8.738,0
-1.078,3.403,8.973,0
-0.764,3.246,9.051,0
-0.764,3.167,8.816,0
-0.764,3.167,8.738,0
-0.686,3.089,9.051,0
-0.843,3.246,8.973,0
-0.921,3.324,9.13,0
-0.921,3.324,9.365,0
-0.843,3.403,9.365,0
-0.764,3.324,9.365,0
-0.843,3.324,9.444,0
-0.843,3.324,9.522,0
-0.843,3.246,9.522,0
-0.921,3.324,9.522,0
-1,3.324,9.601,0
-1,3.246,9.601,0
-1,3.324,9.365,0
-1.157,3.324,9.208,0
-1.314,3.403,9.444,0
-1.471,3.559,9.757,0
-1.549,3.559,9.914,0
-1.549,3.559,10.15,0
-1.549,3.559,10.228,0
-1.471,3.559,10.071,0
-1.392,3.481,9.993,0
-1.471,3.481,9.757,0
-1.392,3.481,9.679,0
-1.392,3.324,9.208,0
-1.471,3.324,8.502,0
-1.549,3.324,8.267,0
-1.549,3.481,8.345,0
-1.627,3.559,8.424,0
-1.706,3.559,8.659,0
-1.471,3.559,9.051,0
-1.157,3.638,9.051,0
-1.078,3.481,9.051,0
-1.078,3.481,9.051,0
-1,3.324,9.287,0
-0.843,3.246,9.287,0
-0.686,3.167,9.051,0
-0.686,3.01,8.894,0
-0.686,3.089,8.738,0
-0.686,3.089,8.894,0
-0.686,3.246,8.894,0
-0.843,3.403,8.816,0
-0.921,3.481,9.051,0
-1,3.559,9.208,0
-0.921,3.559,9.13,0
-0.921,3.403,9.051,0
-0.921,3.324,9.13,0
-0.921,3.324,9.051,0
-0.921,3.246,9.287,0
-1,3.246,9.208,0
-1,3.246,9.051,0
-1,3.403,9.365,0
-0.921,3.481,9.444,0
-1,3.638,9.522,0
-1,3.638,9.836,0
-1,3.716,9.679,0
-1.157,3.716,9.679,0
-1.157,3.795,9.836,0
-1.157,3.873,9.522,0
-1.157,3.795,9.365,0
-1.078,3.795,9.13,0
-1.078,3.716,8.581,0
-1.157,3.716,8.424,0
-1.157,3.795,8.581,0
-1.235,3.795,8.816,0
-1.157,3.716,9.13,0
-1,3.559,9.522,0
-0.921,3.481,9.287,0
-0.843,3.403,9.208,0
-0.843,3.246,9.13,0
-1,3.324,9.13,0
-0.921,3.403,9.287,0
-1,3.559,9.13,0
-1,3.638,8.973,0
-1,3.716,9.13,0
-1.078,3.716,8.973,0
-1.157,3.795,8.973,0
-1.235,3.873,9.13,0
-1.157,3.873,9.051,0
-1.157,3.873,9.051,0
-1.078,3.716,9.365,0
-1.078,3.638,9.444,0
-1,3.481,9.522,0
-0.921,3.324,9.522,0
-1,3.246,9.287,0
-1,3.167,9.051,0
-0.921,3.167,8.973,0
-1.078,3.246,8.738,0
-1.078,3.324,8.894,0
-1.157,3.324,9.208,0
-1.235,3.246,9.287,0
-1.314,3.246,9.444,0
-1.314,3.246,9.444,0
-1.392,3.324,9.522,0
-1.235,3.324,9.757,0
-1.157,3.246,9.522,0
-1.235,3.324,9.287,0
-1.157,3.246,9.365,0
-1.157,3.324,8.973,0
-1.235,3.481,8.424,0
-1.235,3.481,8.424,0
-1.235,3.559,8.502,0
-1.314,3.638,8.816,0
-1.157,3.638,9.051,0
-0.921,3.559,9.051,0
-0.921,3.559,9.051,0
-0.921,3.403,8.894,0
-0.843,3.246,8.816,0
-0.764,3.167,8.659,0
-0.764,3.089,8.581,0
-0.686,3.167,8.738,0
-0.608,3.246,8.738,0
-0.529,3.167,8.738,0
-0.529,3.246,8.894,0
-0.529,3.246,9.051,0
-0.372,3.246,9.051,0
-0.451,3.246,8.659,0
-0.529,3.246,8.267,0
-0.608,3.324,8.345,0
-0.686,3.403,8.502,0
-0.764,3.403,8.659,0
-0.843,3.403,8.894,0
-0.921,3.559,8.973,0
-0.843,3.559,9.365,0
-0.764,3.559,9.601,0
-0.843,3.481,9.444,0
-0.921,3.481,9.522,0
-0.921,3.403,9.757,0
-1,3.403,9.444,0
-1.157,3.324,9.13,0
-1.392,3.403,9.208,0
-1.549,3.638,9.679,0
-1.627,3.716,9.914,0
-1.627,3.716,9.757,0
-1.471,3.716,9.679,0
-1.392,3.716,9.522,0
-1.471,3.716,9.287,0
-1.706,3.716,9.287,0
-1.706,3.716,9.679,0
-1.706,3.795,9.601,0
-1.706,3.716,9.522,0
-1.549,3.716,9.757,0
-1.471,3.795,9.679,0
-1.471,3.795,9.601,0
-1.314,3.638,9.522,0
-1.314,3.638,9.208,0
-1.314,3.638,9.051,0
-1.235,3.559,9.13,0
-1.314,3.559,8.973,0
-1.314,3.559,9.13,0
-1.235,3.481,9.365,0
-1.157,3.403,9.208,0
-1.078,3.246,9.13,0
-1.078,3.089,9.13,0
-1.078,3.167,9.287,0
-1,3.089,9.601,0
-1,3.089,9.679,0
-1,3.01,9.836,0
-0.921,2.853,9.601,0
-0.921,2.696,9.13,0
-0.921,2.696,9.13,0
-1.078,2.775,8.659,0
-1.314,3.167,8.973,0
-1.314,3.167,8.973,0
-1.314,3.324,8.973,0
-1.078,3.559,8.659,0
-1.078,3.559,8.659,0
-1,3.716,8.11,0
-1.078,3.873,8.188,0
-1.078,3.873,8.188,1
-1,4.187,9.13,0
-0.764,4.109,9.13,0
-0.764,4.109,9.13,0
-0.686,4.109,8.816,0
-0.451,3.952,8.738,0
-0.372,3.873,8.738,0
-0.529,3.795,8.581,0
-0.608,3.795,8.581,0
-0.686,3.795,8.816,0
-0.608,3.716,9.13,0
-0.608,3.638,8.973,0
-0.608,3.716,8.973,0
-0.529,3.638,9.365,0
-0.451,3.559,9.444,0
-0.451,3.481,9.287,0
-0.372,3.481,9.444,0
-0.451,3.481,9.522,0
-0.451,3.403,9.601,0
-0.451,3.403,9.444,0
-0.529,3.559,9.601,0
-0.686,3.716,9.679,0
-0.764,3.795,9.836,0
-0.921,4.03,10.071,0
-0.921,4.03,10.385,0
-0.843,4.03,10.542,0
-0.764,4.03,10.307,0
-0.764,3.952,9.601,0
-0.764,3.795,9.13,0
-0.921,3.795,8.738,0
-0.921,3.716,8.424,0
-1.078,3.716,8.345,0
-1.078,3.795,8.581,0
-0.921,3.716,8.816,0
-0.921,3.716,8.659,0
-0.764,3.638,8.816,0
-0.451,3.481,8.973,0
-0.372,3.324,9.051,0
-0.294,3.167,9.13,0
-0.137,3.01,9.13,0
0.019,2.853,9.051,0
0.098,2.775,8.738,0
0.019,2.775,8.345,0
0.019,2.853,8.502,0
-0.058,2.932,8.502,0
-0.137,3.01,8.424,0
-0.215,3.167,8.345,0
-0.215,3.167,8.502,0
-0.215,3.324,8.581,0
-0.215,3.246,8.424,0
-0.294,3.324,8.581,0
-0.215,3.403,8.659,0
-0.372,3.324,8.738,0
-0.294,3.403,8.973,0
-0.294,3.481,8.973,0
-0.372,3.481,8.816,0
-0.372,3.403,8.659,0
-0.451,3.559,8.581,0
-0.686,3.716,8.816,0
-0.764,3.873,9.208,0
-0.843,3.952,9.287,0
-0.764,4.03,9.365,0
-0.843,4.03,9.287,0
-0.843,4.03,9.444,0
-0.921,4.03,9.365,0
-1,3.952,9.287,0
-1,3.873,9.287,0
-1.078,3.873,9.13,0
-1.157,3.795,9.208,0
-1.235,3.873,9.365,0
-1.235,3.873,9.365,0
-1.157,3.795,9.522,0
-1.157,3.795,9.522,0
-1.078,3.716,9.522,0
-1.078,3.716,9.522,0
-1.157,3.716,9.522,0
-1.235,3.716,9.679,0
-1.314,3.716,9.679,0
-1.314,3.716,9.757,0
-1.235,3.638,9.601,0
-1.314,3.638,9.522,0
-1.314,3.559,9.522,0
-1.392,3.638,9.365,0
-1.471,3.638,9.287,0
-1.471,3.638,9.287,0
-1.471,3.638,9.13,0
-1.471,3.559,9.051,0
-1.471,3.559,8.973,0
-1.471,3.559,9.051,0
-1.392,3.559,9.365,0
-1.235,3.403,9.444,0
-1.157,3.324,9.444,0
-1.078,3.246,9.365,0
-1,3.089,9.287,0
-1.078,3.089,9.051,0
-1.078,2.932,9.051,0
-1.078,3.01,8.816,0
-1.078,3.01,8.816,0
-1.157,3.167,8.894,0
-1.157,3.167,8.816,0
-1.157,3.246,8.738,0
-1.157,3.246,8.894,0
-1.157,3.324,8.738,0
-1.078,3.324,8.738,0
-1,3.324,8.816,0
-0.921,3.324,8.894,0
-0.921,3.324,8.894,0
-0.843,3.246,8.816,0
-0.843,3.324,8.816,0
-0.921,3.481,8.816,0
-0.921,3.559,8.816,0
-0.921,3.638,8.973,0
-0.921,3.638,9.051,0
-0.921,3.716,8.894,0
-0.843,3.638,8.816,0
-0.921,3.716,8.816,0
-1,3.795,8.816,0
-1.157,3.795,9.13,0
-1.078,3.873,9.522,0
-1,3.795,9.601,0
-0.921,3.716,9.679,0
-0.843,3.638,9.679,0
-0.921,3.559,9.522,0
-1,3.481,9.444,0
-1,3.481,9.287,0
-1,3.481,9.287,0
-1.078,3.638,9.365,0
-1.078,3.638,9.287,0
-1.157,3.638,9.13,0
-1.235,3.795,9.13,0
-1.392,3.873,9.365,0
-1.392,3.873,9.522,0
-1.314,3.873,9.522,0
-1.235,3.873,9.757,0
-1.235,3.873,9.757,0
-1.235,3.795,9.601,0
-1.314,3.716,9.522,0
-1.314,3.716,9.444,0
-1.314,3.716,9.444,0
-1.392,3.716,9.444,0
-1.392,3.716,9.522,0
-1.392,3.638,9.522,0
-1.314,3.559,9.522,0
-1.314,3.559,9.522,0
-1.314,3.481,9.365,0
-1.314,3.403,9.208,0
-1.157,3.324,9.365,0
-1.157,3.246,9.208,0
-1.157,3.246,9.13,0
-1.157,3.246,9.365,0
-1,3.167,9.444,0
-1,3.089,9.13,0
-1,3.01,8.894,0
-0.921,3.089,8.894,0
-1.078,3.167,8.738,0
-1.157,3.246,8.816,0
-1.078,3.246,9.051,0
-1.078,3.324,9.051,0
-1.078,3.324,8.894,0
-1.078,3.403,8.894,0
-1,3.403,8.894,0
-1,3.481,8.816,0
-1,3.481,8.738,0
-1.078,3.481,8.738,0
-1.078,3.559,8.738,0
-1.157,3.559,9.208,0
-1.235,3.559,9.601,0
-1.157,3.481,9.914,0
-1,3.403,9.757,1
-0.843,3.167,9.13,1
-0.764,3.01,8.345,0
-1.078,3.01,8.188,0
-1.314,3.246,8.502,0
-1.471,3.481,9.051,0
-1.549,3.638,9.601,0
-1.235,3.716,9.522,0
-1.078,3.795,9.208,0
-1.314,3.873,9.208,0
-1.392,4.03,9.601,0
-1.549,4.266,9.993,0
-1.549,4.266,10.15,0
-1.235,4.109,9.836,1
-1.157,3.873,9.13,1
-1.235,3.795,8.267,0
-1.314,3.716,8.267,0
-1.392,3.795,8.424,0
-1.549,4.03,8.659,0
-1.471,4.03,9.287,0
-1.235,4.187,9.836,0
-0.921,4.03,10.071,0
-0.608,3.952,9.914,0
-0.451,3.716,9.914,0
-0.372,3.481,9.914,0
-0.372,3.246,9.679,0
-0.294,3.089,9.13,0
-0.372,3.089,8.816,0
-0.529,3.089,9.208,0
-0.608,3.246,9.365,0
-0.764,3.403,9.601,0
-0.686,3.559,10.307,0
-0.608,3.716,10.62,0
-0.529,3.638,10.464,0
-0.529,3.481,10.071,0
-0.529,3.481,10.071,0
-0.451,3.559,9.522,1
-0.451,3.481,7.718,0
-0.529,3.481,6.855,0
-0.686,3.481,6.619,0
-0.843,3.481,6.933,0
-1.078,3.559,7.325,0
-1.235,3.716,7.796,0
-1.235,3.716,7.796,0
-1.235,3.795,8.502,0
-1,4.03,8.973,0
-0.608,3.952,9.444,0
-0.294,3.952,9.522,0
-0.137,3.638,9.601,0
-0.137,3.324,9.522,0
-0.215,2.932,9.208,1
-0.294,2.696,8.267,1
-0.529,2.618,7.404,0
-0.764,2.696,6.933,0
-1,3.01,7.012,1
-1.314,3.481,7.718,1
-1.471,4.03,8.894,1
-1.392,4.422,10.071,1
-1.157,4.658,10.934,1
-0.843,4.736,11.719,1
-0.294,4.344,11.797,1
0.176,3.795,10.62,1
0.176,3.324,9.287,0
0.176,3.01,8.738,0
0.019,2.932,8.424,0
-0.372,3.01,8.188,1
-0.686,3.403,8.659,1
-0.921,3.559,9.601,0
-0.921,3.952,9.679,0
-1.078,4.109,9.601,0
-0.843,3.873,9.836,0
-0.686,3.559,9.365,0
-0.686,3.167,8.816,0
-0.608,2.932,8.973,0
-0.608,2.696,9.13,0
-0.529,2.618,9.208,0
-0.451,2.461,9.208,0
-0.372,2.383,8.816,0
-0.451,2.54,8.738,0
-0.451,2.618,8.816,0
-0.529,2.853,8.738,0
-0.608,3.089,8.738,0
-0.764,3.167,8.659,0
-0.843,3.324,8.581,0
-0.843,3.403,8.659,0
-0.843,3.403,8.581,0
-1,3.559,8.424,0
-1.157,3.795,8.659,0
-1.157,3.873,8.973,0
-1.157,3.873,8.973,0
-1,3.873,8.738,0
-1,3.873,8.424,0
-1.078,3.952,8.502,0
-1.157,4.03,8.738,0
-1.078,4.03,9.051,0
-1.157,3.952,9.13,0
-1.157,3.952,9.13,0
-1.157,3.952,9.287,0
-1.078,3.952,9.208,0
-1,3.873,9.051,0
-1.078,3.952,8.894,0
-1.078,3.952,8.894,1
-1.157,4.03,9.836,0
-1.157,4.03,9.836,0
-1.078,4.03,10.071,0
-0.921,3.873,9.836,0
-0.921,3.873,9.836,0
-0.921,3.795,9.836,0
-1.078,3.873,10.228,0
-1.078,3.873,10.228,0
-1.157,3.952,10.62,0
-1.078,3.952,10.777,0
-0.921,3.952,10.464,0
-0.921,3.952,9.914,0
-1,4.03,9.757,0
-1,3.952,9.522,0
-1,3.952,9.208,0
-1,3.795,8.738,0
-1.078,3.716,8.267,0
-1.314,3.638,8.424,0
-1.314,3.481,8.894,0
-1.314,3.403,9.13,0
-1.235,3.324,9.287,0
-1.078,3.089,9.444,0
-0.921,2.853,9.365,0
-0.843,2.54,9.365,0
-0.843,2.383,8.894,0
-0.764,2.226,8.502,0
-0.843,2.226,8.581,0
-0.921,2.147,8.345,0
-1.078,2.304,8.11,0
-1.314,2.461,8.11,0
-1.471,2.696,8.424,0
-1.471,3.01,8.816,0
-1.314,3.167,8.816,0
-1.235,3.246,8.973,0
-1,3.324,8.894,0
-1,3.246,8.659,0
-1,3.403,8.816,0
-0.843,3.481,9.051,0
-0.764,3.559,8.973,0
-0.686,3.559,9.13,0
-0.529,3.716,8.894,0
-0.529,3.795,8.738,0
-0.451,3.795,8.659,0
-0.451,3.795,8.267,0
-0.686,3.952,8.345,0
-0.608,3.952,8.816,0
-0.529,4.03,9.051,0
-0.451,4.109,9.13,0
-0.372,4.109,9.208,0
-0.372,3.952,9.522,0
-0.294,3.873,9.836,0
-0.372,3.795,9.836,0
-0.294,3.638,9.757,0
-0.294,3.559,9.757,0
-0.372,3.559,9.522,0
-0.529,3.638,9.444,0
-0.686,3.638,9.601,0
-0.843,3.795,9.679,0
-1,3.873,9.601,0
-1.157,3.873,9.522,0
-1.314,3.952,9.601,0
-1.314,3.952,9.679,0
-1.235,4.03,9.836,0
-1.157,3.873,9.993,0
-1.157,3.795,9.914,0
-1.157,3.638,9.836,0
-1.157,3.559,9.757,0
-1.235,3.559,9.836,0
-1.157,3.559,9.836,0
-1.235,3.481,9.522,0
-1.235,3.403,9.444,0
-1.314,3.481,9.601,0
-1.235,3.559,9.365,0
-1.314,3.559,9.208,0
-1.235,3.559,9.365,0
-1.078,3.481,9.13,0
-1.078,3.403,8.973,0
-0.921,3.324,8.973,0
-0.921,3.324,8.973,0
-0.764,3.089,8.738,0
-0.764,3.089,8.738,0
-0.764,3.167,8.424,0
-0.843,3.246,8.345,0
-0.843,3.246,8.502,0
-0.764,3.246,8.659,0
-0.686,3.246,8.581,0
-0.608,3.167,8.502,0
-0.529,3.167,8.424,0
-0.451,3.246,8.581,0
-0.451,3.246,8.424,0
-0.451,3.324,8.659,0
-0.372,3.246,8.816,0
-0.451,3.403,8.659,0
-0.529,3.559,8.816,0
-0.451,3.481,8.738,0
-0.529,3.559,8.581,0
-0.529,3.638,8.659,0
-0.529,3.716,8.738,0
-0.608,3.873,9.051,0
-0.686,3.873,9.444,0
-0.608,3.873,9.444,0
-0.686,3.873,9.522,0
-0.529,3.873,9.757,0
-0.529,3.952,9.679,0
-0.608,3.873,9.757,0
-0.686,3.873,9.836,0
-0.686,3.795,9.679,0
-0.686,3.795,9.365,0
-0.843,3.716,9.208,0
-0.921,3.795,9.287,0
-1,3.795,9.365,0
-1.078,3.795,9.365,0
-1.078,3.716,9.522,0
-1.078,3.716,9.601,0
-1.078,3.638,9.679,0
-1.078,3.481,9.757,0
-1.078,3.481,9.836,0
-0.921,3.324,9.836,0
-0.843,3.167,9.365,0
-0.843,3.01,8.973,0
-0.921,3.01,8.581,0
-0.921,3.01,8.502,0
-1,3.246,8.502,0
-0.921,3.324,8.345,0
-0.921,3.403,8.267,0
-0.843,3.481,8.424,0
-0.764,3.481,8.659,0
-0.608,3.559,8.581,0
-0.608,3.481,8.659,0
-0.372,3.481,8.659,0
-0.294,3.481,8.581,0
-0.294,3.481,8.345,0
-0.215,3.403,8.267,0
-0.215,3.403,8.424,0
-0.137,3.481,8.345,0
-0.137,3.559,8.424,0
-0.058,3.481,8.738,0
-0.058,3.559,8.816,0
-0.058,3.559,8.894,0
0.019,3.559,8.973,0
0.019,3.481,8.973,0
0.098,3.481,9.051,0
0.098,3.246,8.973,0
0.019,3.089,8.816,0
-0.058,3.089,8.738,0
-0.215,3.167,9.051,0
-0.294,3.167,9.444,0
-0.215,3.403,9.679,0
-0.372,3.481,9.914,0
-0.372,3.481,10.228,0
-0.451,3.559,10.385,0
-0.451,3.559,10.385,0
-0.451,3.638,10.542,0
-0.451,3.638,10.464,0
-0.608,3.481,9.836,0
-0.686,3.403,9.208,0
-0.843,3.324,8.738,0
-1,3.403,8.267,0
-1.314,3.481,8.188,0
-1.627,3.638,8.581,0
-1.627,3.795,9.287,0
-1.471,3.716,9.208,0
-1.235,3.638,8.738,0
-1.078,3.559,8.816,0
-0.921,3.481,9.051,0
-0.843,3.403,9.208,0
-0.608,3.167,9.444,0
-0.529,3.01,9.287,0
-0.372,2.932,8.973,0
-0.372,2.932,8.894,0
-0.451,3.089,9.051,0
-0.451,3.324,9.365,0
-0.451,3.481,9.522,0
-0.451,3.481,9.444,0
-0.372,3.559,9.051,0
-0.372,3.559,8.894,0
-0.372,3.559,9.051,0
-0.372,3.559,8.894,0
-0.294,3.481,8.816,0
-0.294,3.403,8.973,0
-0.294,3.324,9.13,0
-0.294,3.403,9.287,0
-0.372,3.481,9.522,0
-0.372,3.481,9.601,0
-0.294,3.559,9.365,0
-0.294,3.638,9.208,0
-0.372,3.638,9.365,0
-0.529,3.716,9.208,0
-0.764,3.873,9.365,0
-0.921,3.952,9.601,0
-0.921,4.03,9.208,0
-1.078,4.109,8.973,0
-1.157,4.109,9.287,0
-1.157,4.187,9.365,0
-1.314,4.266,9.601,0
-1.235,4.109,9.836,0
-1.235,3.952,9.522,0
-1.235,3.716,9.444,0
-1.157,3.638,9.365,0
-1.314,3.559,9.679,0
-1.314,3.481,9.914,0
-1.392,3.481,9.914,0
-1.314,3.403,9.836,0
-1.392,3.403,9.757,0
-1.392,3.403,9.679,0
-1.392,3.403,9.757,0
-1.392,3.481,9.679,0
-1.392,3.481,9.836,0
-1.314,3.481,9.679,0
-1.392,3.481,9.444,0
-1.314,3.481,9.444,0
-1.157,3.481,9.287,0
-1.078,3.481,9.051,0
-1.078,3.481,8.973,0
-1.078,3.481,8.973,0
-1.078,3.481,9.051,0
-1,3.403,9.051,0
-1,3.324,8.816,0
-0.764,3.167,8.816,0
-0.764,3.167,8.816,0
-0.686,3.089,8.581,0
-0.686,3.089,8.424,0
-0.843,3.089,8.581,0
-0.843,3.089,8.581,0
-0.686,3.089,8.816,0
-0.608,3.089,8.738,0
-0.686,3.089,8.973,0
-0.529,3.01,9.13,0
-0.686,3.167,9.13,0
-0.686,3.167,9.287,0
-0.764,3.246,9.208,0
-0.843,3.246,8.894,0
-0.921,3.403,8.816,0
-0.921,3.559,8.894,0
-1.078,3.716,8.973,0
-1.078,3.795,9.287,0
-1.078,3.795,9.522,0
-1,3.716,9.679,0
-1,3.716,9.522,0
-0.921,3.638,9.522,0
-0.764,3.638,9.679,0
-0.764,3.638,9.679,0
-0.764,3.559,9.836,0
-0.686,3.481,9.757,0
-0.686,3.403,9.601,0
-0.686,3.403,9.365,0
-0.843,3.481,9.051,0
-1,3.638,9.287,0
-1,3.795,9.601,0
-0.921,3.795,9.522,0
-0.843,3.716,9.522,0
-0.764,3.559,9.208,0
-0.686,3.559,9.13,0
-0.764,3.481,9.13,0
-0.921,3.559,9.13,0
-0.921,3.559,9.365,0
-0.843,3.481,9.601,0
-0.764,3.403,9.208,0
-0.843,3.403,8.973,0
-0.921,3.403,9.208,0
-1,3.481,9.522,0
-0.921,3.403,9.601,0
-0.843,3.403,9.444,0
-0.764,3.403,9.365,0
-0.608,3.246,8.973,0
-0.686,3.167,8.502,0
-0.843,3.246,8.581,0
-1.078,3.403,8.973,0
-0.921,3.481,9.601,0
-0.843,3.481,9.601,0
-0.764,3.403,9.13,0
-0.608,3.324,8.894,0
-0.608,3.324,8.738,0
-0.608,3.403,8.894,0
-0.843,3.481,9.208,0
-0.843,3.638,9.601,0
-0.608,3.481,9.679,1
-0.451,3.246,8.738,0
-0.608,3.324,8.11,0
-0.608,3.324,8.11,0
-1,3.324,8.659,0
-1,3.559,9.051,0
-1,3.559,9.051,0
-0.843,3.481,9.208,0
-0.608,3.403,9.365,0
-0.686,3.246,9.051,0
-0.686,3.324,8.894,0
-0.686,3.403,9.287,0
-0.686,3.403,9.287,0
-0.764,3.481,9.287,0
-0.764,3.481,9.365,0
-0.843,3.638,9.365,0
-0.843,3.638,9.365,0
-0.921,3.716,9.365,0
-1.078,3.795,9.444,0
-1,3.795,9.757,0
-0.921,3.716,9.679,0
-1,3.638,9.208,0
-1,3.403,9.287,0
-1.078,3.403,8.973,0
-1.078,3.324,8.816,0
-1.157,3.324,8.973,0
-1.157,3.324,8.973,0
-1.235,3.324,9.208,0
-1.235,3.246,9.365,0
-1.078,3.246,9.208,0
-1,3.246,9.13,0
-0.921,3.246,9.208,0
-1,3.167,9.208,0
-1.078,3.403,9.208,0
-1.078,3.481,9.679,0
-0.921,3.559,9.836,0
-0.686,3.559,9.287,0
-0.608,3.638,8.973,0
-0.608,3.559,8.973,0
-0.686,3.638,8.894,0
-0.764,3.559,9.13,0
-0.764,3.403,9.287,0
-0.686,3.324,9.287,0
-0.608,3.324,9.365,0
-0.529,3.167,9.287,0
-0.451,3.089,9.365,0
-0.451,2.853,9.444,0
-0.294,2.775,9.365,0
-0.372,2.775,9.287,0
-0.372,2.696,8.973,0
-0.451,2.696,8.816,0
-0.451,2.853,8.894,0
-0.529,3.01,9.13,0
-0.608,3.089,9.444,0
-0.608,3.01,9.287,0
-0.686,3.01,8.973,0
-0.764,3.01,8.973,0
-0.843,3.01,8.659,0
-1,3.167,8.502,0
-1.078,3.167,8.502,0
-1.157,3.324,8.502,0
-1.078,3.403,8.659,0
-1,3.481,8.659,0
-1,3.638,8.581,0
-0.921,3.638,8.816,0
-0.843,3.716,8.894,0
-0.764,3.795,9.13,0
-0.764,3.795,9.287,0
-0.686,3.795,9.679,0
-0.608,3.716,10.071,0
-0.451,3.638,9.836,0
-0.451,3.638,9.365,0
-0.372,3.559,8.816,0
-0.451,3.638,8.581,0
-0.608,3.795,8.816,0
-0.843,3.873,9.444,0
-0.921,4.03,9.993,0
-0.686,3.952,10.228,0
-0.451,3.795,10.071,0
-0.372,3.481,9.522,0
-0.372,3.324,8.973,0
-0.451,3.246,8.894,0
-0.451,3.246,8.894,1
-0.843,3.559,9.679,0
-0.921,3.716,10.15,0
-0.921,3.716,10.15,1
-0.843,3.873,11.013,0
-0.608,3.795,11.013,0
-0.451,3.638,10.464,1
-0.372,3.403,9.522,0
-0.529,3.246,9.051,0
-0.686,3.324,8.581,0
-1,3.481,8.345,1
-1.314,3.795,8.894,1
-1.392,3.873,9.836,0
-1.314,3.638,9.679,1
-1.157,3.403,8.738,0
-1.235,3.324,8.11,0
-1.314,3.324,8.424,0
-1.549,3.403,8.816,1
-1.549,3.716,9.757,1
-1.157,3.638,10.856,0
-0.686,3.324,10.699,1
-0.451,3.01,9.522,1
-0.372,2.775,8.031,0
-0.529,2.775,7.247,0
-0.686,2.853,7.012,0
-0.921,3.01,7.325,1
-1.157,3.403,7.875,1
-1.314,3.559,9.13,1
-1.235,3.559,10.071,0
-0.921,3.403,10.542,0
-0.686,3.246,10.464,0
-0.529,3.01,10.071,0
-0.294,2.932,9.757,0
-0.058,2.932,9.601,0
0.019,2.853,9.365,0
-0.058,2.775,8.894,0
-0.137,2.932,8.345,0
-0.372,3.246,8.267,1
-0.608,3.638,9.051,1
-0.686,4.109,10.15,0
-0.451,4.266,10.699,0
-0.137,4.344,10.15,1
0.176,3.952,9.757,1
0.254,3.638,8.659,1
-0.137,3.403,7.718,0
-0.529,3.246,7.639,0
-0.764,3.01,7.404,0
-1,2.932,7.168,0
-1.157,2.932,7.012,0
-1.157,3.089,7.561,1
-0.921,3.324,8.267,1
-0.764,3.559,8.973,0
-0.686,3.638,9.679,0
-0.529,3.638,10.15,0
-0.372,3.403,10.307,1
-0.215,3.089,9.365,1
-0.137,2.932,8.345,0
-0.215,3.01,8.11,0
-0.372,3.324,8.502,0
-0.529,3.559,8.894,1
-0.843,3.952,9.287,1
-1.157,4.187,9.993,0
-1.078,4.344,10.542,0
-0.921,4.501,10.385,0
-0.529,4.422,10.307,0
-0.215,4.266,10.071,0
0.019,3.873,9.993,0
0.019,3.873,9.993,1
