X,Y,Z,LABEL 0 OR 1
-0.451,3.952,9.365,1
-0.686,4.266,8.816,0
-0.451,4.344,9.365,0
-0.372,4.266,9.287,1
-0.529,4.266,8.11,0
-0.608,4.344,7.796,0
-0.608,4.266,8.502,0
-0.764,4.266,8.581,0
-1,4.422,8.581,0
-0.921,4.422,9.365,0
-0.686,4.344,9.522,1
-0.608,4.187,8.738,0
-0.608,4.109,8.188,0
-0.608,4.03,9.051,0
-0.764,4.109,9.444,0
-0.843,4.109,9.601,0
-0.843,4.03,9.836,0
-0.686,3.952,9.993,0
-0.764,3.952,9.522,0
-0.764,3.795,9.287,0
-0.686,3.716,9.522,0
-0.843,3.795,8.816,0
-0.843,3.873,8.738,0
-0.921,3.638,9.287,0
-1,3.638,9.13,0
-1.157,3.638,8.816,0
-1,3.716,9.051,0
-0.921,3.638,9.365,0
-1,3.873,9.13,0
-1,4.03,9.287,0
-0.764,4.109,9.836,0
-0.608,4.109,9.757,0
-0.529,4.187,9.13,0
-0.451,4.187,8.816,0
-0.372,4.109,8.973,0
-0.529,4.187,8.973,1
-1.549,4.03,9.051,1
-2.177,3.716,9.208,0
-2.02,3.638,9.444,1
-1.941,3.324,8.816,0
-1.706,3.089,8.345,1
-0.764,3.559,8.581,1
-0.294,3.952,8.738,0
0.254,4.109,8.502,1
0.882,4.266,8.894,0
1.353,4.109,8.973,0
1.274,3.952,8.502,0
1.196,3.716,8.188,0
1.196,3.559,8.345,0
0.961,3.795,8.738,1
0.254,3.559,8.894,0
-0.058,3.559,8.894,0
-0.294,3.638,8.659,0
-0.372,3.716,9.13,0
-0.451,3.873,8.973,0
-0.529,4.03,8.894,0
-0.608,3.952,9.13,0
-0.608,3.795,9.287,0
-0.451,4.109,9.051,0
-0.608,4.266,8.659,0
-0.843,4.109,9.051,0
-0.843,4.109,9.051,0
-1,4.109,9.444,0
-1,3.952,9.601,0
-1,3.873,9.601,0
-0.843,3.795,9.993,0
-0.843,3.716,9.679,0
-0.843,3.716,9.208,0
-0.843,3.716,9.208,0
-0.843,3.873,9.287,0
-0.843,3.952,8.816,0
-1,3.716,8.345,0
-1,3.795,8.581,0
-1,4.03,9.208,0
-1,4.109,9.287,0
-1,4.109,9.365,0
-1,4.344,9.444,0
-1,4.422,8.973,0
-0.843,4.266,8.345,0
-0.686,4.109,8.031,0
-0.529,4.109,8.267,0
-0.608,4.187,8.659,0
-0.686,4.266,9.051,0
-0.686,4.422,9.208,0
-0.686,4.501,9.13,0
-0.529,4.501,9.051,0
-0.451,4.501,9.051,0
-0.372,4.344,8.738,0
-0.372,4.109,9.051,0
-0.451,3.952,9.208,0
-0.372,3.716,9.208,0
-0.294,3.559,8.816,0
-0.372,3.403,8.581,0
-0.294,3.246,8.973,0
-0.372,3.167,8.973,0
-0.451,3.167,8.738,0
-0.451,3.246,8.973,0
-0.451,3.167,9.522,0
-0.529,3.246,9.444,0
-0.608,3.246,9.13,0
-0.451,3.167,9.287,0
-0.372,3.324,9.208,0
-0.529,3.481,8.894,0
-0.608,3.559,8.973,0
-0.608,3.638,9.444,0
-0.686,3.795,9.365,0
-0.686,3.873,8.894,0
-0.608,3.952,9.365,0
-0.451,4.03,9.757,0
-0.529,4.187,9.208,0
-0.451,4.266,9.13,0
-0.294,4.187,9.679,0
-0.294,4.03,9.522,1
-0.294,4.109,8.502,0
-0.294,4.109,8.188,0
-0.215,4.109,8.816,0
-0.294,4.187,8.738,0
-0.372,4.266,8.816,0
-0.215,4.187,9.13,0
-0.137,4.109,8.659,0
-0.137,4.03,8.031,0
-0.137,3.952,7.953,0
-0.294,4.03,8.267,0
-0.294,3.873,8.973,0
-0.215,3.795,9.051,0
-0.058,3.638,8.738,0
-0.058,3.638,8.738,0
-0.137,3.559,8.267,0
-0.215,3.559,8.11,0
-0.451,3.638,8.738,0
-0.451,3.638,8.738,0
-0.608,3.795,8.816,0
-0.686,3.716,9.051,0
-0.529,3.716,8.581,0
-0.764,3.795,8.659,0
-0.843,3.873,9.365,0
-0.921,3.873,9.365,0
-0.921,4.03,9.208,0
-0.921,4.03,9.208,0
-0.843,4.03,9.287,0
-0.843,4.03,9.13,0
-1,4.109,8.894,0
-1.078,4.187,9.287,0
-1,4.109,9.522,0
-1.157,4.187,9.208,0
-1.078,4.266,9.051,0
-1,4.266,9.208,0
-0.921,4.266,9.444,0
-1.078,4.501,9.365,0
-1,4.422,9.757,0
-0.921,4.422,10.228,0
-0.921,4.422,10.071,0
-0.843,4.344,9.679,0
-0.608,4.422,9.757,0
-0.529,4.344,10.071,0
-0.529,4.344,9.601,0
-0.372,4.266,9.522,0
-0.215,4.109,9.601,0
-0.294,3.952,8.894,0
-0.372,3.873,8.188,0
-0.294,3.716,8.424,0
-0.294,3.559,8.581,0
-0.372,3.638,8.188,0
-0.372,3.638,8.659,1
-0.215,3.481,9.993,0
0.019,3.246,10.228,1
0.098,3.089,9.287,0
0.176,2.932,8.816,0
0.254,2.775,8.973,0
0.176,2.775,8.581,0
-0.058,2.775,8.031,0
-0.058,2.932,8.345,0
-0.137,3.01,8.738,0
-0.215,3.167,8.581,0
-0.215,3.324,8.267,0
-0.137,3.403,8.345,0
-0.215,3.481,8.11,0
-0.215,3.559,7.953,0
-0.215,3.481,8.345,0
-0.294,3.403,8.738,0
-0.215,3.403,8.581,0
-0.137,3.403,8.581,0
0.019,3.246,8.581,0
-0.058,3.403,8.345,0
-0.058,3.481,8.267,0
-0.137,3.638,8.659,0
-0.137,3.716,8.816,0
-0.215,3.795,8.659,0
-0.215,3.873,8.581,0
-0.137,3.873,8.581,0
-0.215,4.109,8.424,0
-0.215,4.187,8.581,0
-0.294,4.344,9.13,0
-0.294,4.344,9.444,0
-0.372,4.344,9.444,0
-0.372,4.266,9.365,0
-0.294,4.187,9.287,0
-0.294,4.187,9.287,0
-0.451,4.344,9.287,0
-0.529,4.422,9.679,0
-0.608,4.422,9.914,0
-0.608,4.344,9.914,0
-0.451,4.266,9.679,0
-0.529,4.187,9.13,0
-0.608,4.344,9.051,0
-0.608,4.266,9.444,0
-0.608,4.344,9.679,0
-0.686,4.344,9.757,0
-0.686,4.422,9.757,0
-0.608,4.344,9.993,0
-0.608,4.266,9.757,0
-0.608,4.266,9.601,0
-0.608,4.266,9.601,0
-0.529,4.187,9.679,0
-0.529,3.952,9.601,0
-0.608,3.952,9.13,0
-0.451,3.873,8.894,0
-0.451,3.716,8.894,0
-0.529,3.795,8.894,0
-0.608,3.795,8.816,0
-0.529,3.795,9.287,0
-0.451,3.795,9.757,0
-0.372,3.795,9.522,0
-0.294,3.795,9.757,0
-0.058,3.716,9.914,0
-0.215,3.638,9.679,0
-0.215,3.481,9.287,0
-0.058,3.559,8.973,0
0.019,3.638,8.816,0
-0.215,3.638,8.738,0
-0.137,3.638,8.894,0
-0.058,3.638,8.973,0
-0.058,3.559,8.581,0
0.019,3.559,8.345,0
-0.058,3.481,8.424,0
0.019,3.403,8.581,0
-0.058,3.403,8.502,0
0.019,3.324,8.502,0
0.019,3.246,8.816,0
0.019,3.246,8.738,0
0.019,3.246,8.424,0
0.019,3.246,8.581,0
-0.058,3.324,8.738,0
-0.137,3.481,8.502,0
-0.137,3.638,8.502,0
-0.137,3.716,8.659,0
-0.137,3.716,8.345,0
-0.215,3.716,8.11,0
-0.137,3.795,8.345,0
-0.294,3.952,8.738,0
-0.372,4.03,9.051,0
-0.294,3.952,9.287,0
-0.294,3.952,9.365,0
-0.215,3.795,9.051,0
-0.137,3.795,8.816,0
-0.215,3.795,8.894,0
-0.215,3.795,9.051,0
-0.294,3.873,9.208,0
-0.215,3.873,9.601,0
-0.058,3.952,9.601,0
-0.058,4.03,9.287,0
0.019,4.03,9.208,0
0.098,4.187,9.444,0
-0.058,4.344,9.287,0
-0.058,4.344,9.444,0
-0.058,4.422,9.757,0
-0.058,4.579,9.757,0
-0.058,4.658,9.679,0
0.019,4.658,9.757,0
-0.058,4.736,9.836,0
-0.215,4.815,9.679,0
-0.294,4.815,9.836,0
-0.137,4.658,10.071,0
-0.137,4.501,9.522,0
-0.294,4.422,9.208,0
-0.294,4.266,9.679,0
-0.372,4.03,9.601,0
-0.451,3.952,8.894,0
-0.451,3.952,8.894,0
-0.608,3.873,8.894,0
-0.529,3.716,9.287,0
-0.529,3.638,8.738,0
-0.529,3.638,8.738,0
-0.451,3.559,9.208,0
-0.529,3.559,9.051,0
-0.529,3.559,9.051,0
-0.451,3.481,8.894,0
-0.372,3.403,9.051,0
-0.372,3.481,8.502,0
-0.451,3.638,8.11,0
-0.372,3.873,8.267,0
-0.451,3.952,8.894,0
-0.451,4.109,8.816,0
-0.294,4.109,8.581,0
-0.058,4.109,8.894,0
-0.058,4.03,8.581,0
-0.137,4.109,8.659,0
0.019,4.03,9.13,0
0.176,3.873,9.051,0
0.019,3.873,8.502,0
0.176,3.716,8.659,0
0.254,3.559,8.973,0
0.176,3.716,8.581,0
0.333,3.716,8.659,0
0.411,3.638,9.051,0
0.411,3.716,8.816,0
0.49,3.795,8.424,0
0.568,3.873,8.738,0
0.647,3.873,8.973,0
0.647,3.952,8.581,0
0.647,3.952,8.502,0
0.647,3.873,8.816,0
0.647,3.795,8.659,0
0.411,3.795,8.345,0
0.49,3.795,9.051,0
0.411,3.716,9.679,0
0.411,3.716,9.444,0
0.49,3.638,9.287,0
0.49,3.559,9.522,0
0.49,3.559,9.13,0
0.333,3.638,8.816,0
0.254,3.795,9.13,0
0.176,3.952,9.287,0
0.098,4.187,9.287,0
0.176,4.344,9.757,0
0.176,4.344,9.914,0
0.098,4.344,9.679,0
0.176,4.344,9.444,0
0.176,4.266,9.208,0
0.176,4.187,9.051,0
0.176,4.187,8.659,0
0.254,4.187,8.659,0
0.254,4.266,8.816,0
0.176,4.501,9.208,0
0.254,4.501,9.757,0
0.333,4.501,10.071,0
0.411,4.501,9.914,0
0.411,4.422,9.757,0
0.568,4.344,9.679,0
0.647,4.266,9.601,0
0.568,4.109,9.13,0
0.49,4.109,9.051,0
0.49,4.03,9.13,0
0.254,4.03,9.601,0
0.176,4.109,9.993,0
0.333,4.03,9.757,0
0.333,3.952,9.522,0
0.254,3.952,9.601,0
0.254,3.638,9.914,0
0.254,3.638,9.914,1
0.176,3.324,8.502,0
0.176,3.246,8.188,0
0.176,3.246,8.188,0
0.254,3.089,8.267,0
0.176,3.167,8.031,0
-0.058,3.403,7.718,0
-0.058,3.716,8.267,0
-0.058,3.952,8.973,0
0.019,4.266,9.051,0
0.098,4.266,8.659,0
0.254,4.344,8.345,0
0.49,4.422,8.11,0
0.568,4.579,8.11,0
0.49,4.658,8.267,0
0.333,4.579,8.816,0
0.333,4.815,9.522,0
0.411,4.893,9.287,0
0.647,4.579,9.287,0
0.568,4.344,8.894,0
0.49,4.109,9.208,0
0.568,3.873,9.208,0
0.49,3.638,8.738,0
0.49,3.481,8.581,0
0.568,3.324,8.424,0
0.568,3.403,8.031,0
0.568,3.481,7.796,0
0.49,3.716,8.11,1
0.49,3.952,8.894,0
0.411,4.109,9.287,0
0.568,4.187,9.287,0
0.804,4.187,9.051,0
0.804,4.187,8.581,0
0.882,4.187,8.267,0
0.804,4.266,8.031,0
0.568,4.501,8.11,0
0.411,4.658,8.738,1
0.333,4.815,9.522,0
0.333,4.815,9.757,0
0.254,4.972,9.601,0
0.254,4.893,9.993,0
0.333,4.893,10.15,0
0.254,4.893,10.228,0
0.254,4.658,10.464,0
0.333,4.501,10.307,0
0.411,4.187,9.757,1
0.333,3.873,8.659,1
0.098,3.638,7.875,0
0.019,3.481,7.404,0
-0.137,3.324,7.012,0
-0.529,3.324,7.012,0
-0.686,3.403,7.325,1
-0.608,3.324,8.267,0
-0.608,3.481,8.659,0
-0.608,3.638,8.659,1
-0.294,3.638,9.679,1
0.098,3.481,10.777,0
0.333,3.403,10.464,0
0.647,3.246,10.15,0
0.961,3.167,10.15,0
0.961,3.246,9.757,0
0.725,3.403,9.208,0
0.411,3.559,9.679,0
0.411,3.559,9.679,0
0.098,3.795,9.836,1
-0.215,4.266,8.973,0
-0.294,4.266,8.659,0
-0.372,4.187,7.953,0
-0.529,4.109,7.247,0
-0.529,4.109,7.247,0
-1,3.795,7.168,0
-1.235,3.638,7.718,0
-1.157,3.481,8.267,0
-1.157,3.481,8.267,0
-0.921,3.246,8.502,0
-0.764,3.246,8.345,0
-0.529,3.089,8.581,0
-0.294,2.932,8.738,0
-0.137,2.853,8.502,0
-0.137,2.775,8.188,0
-0.058,2.853,8.11,0
-0.058,3.089,8.11,0
-0.215,3.403,7.953,0
-0.215,3.716,8.031,0
-0.215,4.109,8.345,0
-0.215,4.501,8.424,0
-0.137,4.658,8.738,0
0.098,4.658,8.816,0
0.098,4.658,8.659,0
0.176,4.422,8.502,0
0.176,4.344,8.659,0
0.098,4.109,9.051,0
0.098,3.873,9.601,0
0.176,3.716,9.836,0
0.254,3.559,9.836,0
0.254,3.481,9.914,0
0.411,3.324,9.757,0
0.254,3.246,9.444,0
0.254,3.403,9.444,0
0.176,3.559,9.914,0
0.098,3.716,9.914,0
-0.058,3.873,9.679,0
-0.215,3.952,9.601,0
-0.215,4.109,9.679,0
-0.294,4.187,9.444,0
-0.372,4.344,9.13,0
-0.372,4.422,9.365,0
-0.529,4.422,9.679,0
-0.686,4.422,9.601,0
-0.686,4.344,9.522,0
-0.843,4.344,9.757,0
-0.764,4.266,9.679,0
-0.764,4.344,9.365,0
-0.764,4.266,9.287,0
-0.686,4.187,9.365,0
-0.764,4.187,9.13,0
-0.921,4.187,8.973,0
-0.843,3.952,9.051,0
-0.921,3.873,8.738,0
-1,3.873,8.345,0
-1,3.873,8.424,0
-0.921,3.795,8.738,0
-1,3.873,8.659,0
-1,3.795,8.738,0
-0.921,3.716,9.051,0
-1,3.795,9.051,0
-0.843,3.716,8.973,0
-0.686,3.716,9.051,0
-0.764,3.638,8.973,0
-0.764,3.638,8.816,0
-0.686,3.559,8.816,0
-0.686,3.638,8.659,0
-0.843,3.716,8.424,0
-0.843,3.716,8.502,0
-0.843,3.716,8.502,0
-0.764,3.873,8.894,0
-0.764,3.873,8.894,0
-0.764,3.952,9.757,0
-0.608,3.952,9.836,0
-0.608,3.952,9.836,1
-0.372,3.795,8.973,0
-0.372,3.795,8.973,0
-0.294,3.795,8.738,0
-0.372,3.795,8.267,0
-0.529,3.873,8.424,1
-0.529,4.03,9.287,0
-0.529,3.952,9.444,0
-0.451,3.952,9.13,0
-0.372,3.873,8.973,0
-0.215,3.873,8.894,0
-0.294,3.873,8.659,0
-0.215,3.873,8.659,0
-0.294,4.03,9.051,0
-0.294,4.03,9.208,0
-0.294,4.109,9.287,0
-0.215,4.109,9.365,0
-0.137,4.109,9.287,0
-0.137,4.03,9.13,0
-0.137,4.109,9.13,0
-0.215,4.03,9.208,0
-0.294,3.873,9.051,0
-0.294,3.795,8.973,0
-0.294,3.716,8.973,0
-0.372,3.638,8.973,0
-0.451,3.716,9.051,0
-0.451,3.638,9.13,0
-0.451,3.716,9.287,0
-0.608,3.716,9.051,0
-0.608,3.638,9.287,0
-0.529,3.638,9.365,0
-0.764,3.716,9.444,0
-0.843,3.716,9.601,0
-0.686,3.716,9.679,0
-0.764,3.638,9.365,0
-0.843,3.716,9.051,0
-0.608,3.638,8.894,0
-0.686,3.716,8.502,0
-0.921,3.795,8.031,0
-1.078,3.952,8.345,1
-1,3.952,9.287,0
-1,3.952,9.287,0
-0.921,4.03,9.13,0
-0.686,3.873,9.444,0
-0.529,3.795,9.208,0
-0.529,3.795,8.581,0
-0.529,3.873,8.502,0
-0.529,3.873,8.816,0
-0.608,4.03,8.581,0
-0.608,4.109,8.424,0
-0.372,4.187,8.738,0
-0.451,4.187,8.659,0
-0.451,4.266,8.424,0
-0.372,4.109,8.502,0
-0.137,4.03,8.738,0
-0.058,3.873,8.659,0
-0.058,3.795,8.894,0
0.098,3.638,9.287,0
0.098,3.481,9.13,0
0.098,3.324,9.051,0
0.098,3.324,9.287,0
0.098,3.324,9.365,0
0.019,3.246,9.287,0
-0.058,3.324,9.287,0
-0.058,3.481,9.287,0
-0.294,3.559,9.208,0
-0.294,3.716,9.208,0
-0.451,3.795,9.287,0
-0.529,3.952,9.287,0
-0.608,4.03,9.601,0
-0.686,3.952,9.679,0
-0.843,3.873,9.444,0
-0.921,3.873,9.13,0
-0.921,3.795,9.13,0
-1,3.873,9.13,0
-1.078,3.952,9.13,0
-1.078,3.952,9.13,0
-1.235,4.109,9.757,0
-1.235,4.109,9.757,0
-1.235,4.187,9.601,0
-1.235,4.187,9.444,0
-1.157,4.344,9.13,0
-1,4.266,8.659,0
-1,4.266,8.345,0
-1.078,4.344,8.424,0
-1.157,4.344,8.659,0
-1.392,4.422,8.659,0
-1.157,4.344,8.894,0
-0.921,4.109,8.894,0
-0.686,4.03,8.581,0
-0.686,3.873,8.267,0
-0.608,3.795,8.345,0
-0.608,3.638,8.581,0
-0.686,3.638,8.659,0
-0.686,3.638,9.208,0
-0.608,3.638,9.679,0
-0.451,3.795,9.679,0
-0.372,3.795,9.522,0
-0.137,3.795,9.679,0
-0.137,3.716,9.522,0
-0.215,3.716,9.13,0
-0.294,3.716,9.13,0
-0.137,3.638,8.894,0
-0.137,3.638,8.424,0
-0.215,3.716,8.188,0
-0.294,3.716,8.345,0
-0.451,3.716,8.659,0
-0.529,3.716,8.816,0
-0.529,3.638,9.13,0
-0.529,3.559,9.287,0
-0.529,3.481,9.365,0
-0.451,3.403,9.365,0
-0.451,3.403,9.365,0
-0.608,3.481,9.522,0
-0.529,3.559,9.679,0
-0.529,3.559,9.287,0
-0.608,3.716,8.816,0
-0.764,3.716,8.659,0
-0.764,3.873,8.581,0
-0.843,4.03,8.659,0
-0.921,4.187,8.738,0
-0.921,4.187,9.051,0
-0.843,4.109,9.13,0
-0.764,3.952,8.973,0
-0.764,3.795,8.581,0
-0.608,3.716,8.581,0
-0.529,3.638,8.659,0
-0.529,3.638,8.659,0
-0.451,3.638,8.816,0
-0.372,3.559,9.365,0
-0.372,3.559,9.365,0
-0.372,3.638,9.051,0
-0.294,3.559,8.973,0
-0.294,3.559,8.816,0
-0.294,3.638,8.738,0
-0.215,3.638,8.973,0
-0.215,3.559,9.13,0
-0.372,3.638,9.13,0
-0.451,3.481,9.522,0
-0.451,3.481,9.679,0
-0.451,3.481,9.679,0
-0.529,3.638,9.444,0
-0.372,3.638,9.208,0
-0.372,3.638,9.208,0
-0.529,3.716,8.894,0
-0.686,3.716,9.051,0
-0.764,3.638,9.13,0
-1,3.716,8.894,0
-1.078,3.716,8.816,0
-1.078,3.795,8.894,0
-1.078,3.795,8.894,0
-1.157,3.873,8.973,0
-1.078,3.873,9.287,0
-1,3.873,9.208,0
-1,3.873,8.816,0
-0.921,3.873,8.659,0
-0.921,3.952,8.502,0
-0.764,4.03,8.659,0
-0.921,4.109,8.502,0
-0.921,4.266,8.502,0
-1,4.266,8.894,0
-0.921,4.266,9.208,0
-0.764,4.266,9.13,0
-0.686,4.266,9.13,0
-0.529,4.187,9.208,0
-0.451,4.109,9.287,0
-0.451,4.03,9.051,0
-0.372,3.952,8.973,0
-0.451,3.873,8.973,0
-0.529,3.795,8.973,0
-0.451,3.795,8.973,0
-0.529,3.795,9.051,0
-0.608,3.873,9.522,0
-0.451,3.795,9.836,0
-0.372,3.795,9.914,0
-0.451,3.795,9.836,0
-0.451,3.716,10.228,0
-0.372,3.716,10.15,0
-0.451,3.716,9.444,0
-0.451,3.795,9.13,0
-0.529,3.873,9.13,0
-0.608,3.952,9.051,0
-0.686,4.03,8.894,0
-0.686,4.03,8.894,0
-0.764,3.952,9.13,0
-0.843,3.873,9.051,0
-0.843,3.873,9.365,0
-0.764,3.795,9.522,0
-0.921,3.716,9.601,0
-0.921,3.559,9.444,0
-0.843,3.559,9.13,0
-0.921,3.481,8.894,0
-0.921,3.559,8.738,0
-1.078,3.716,8.659,0
-1.078,3.638,9.051,0
-1.078,3.716,8.816,0
-1.157,3.716,8.424,0
-1.078,3.795,8.581,0
-1.078,3.716,8.973,0
-1,3.638,9.13,0
-0.843,3.559,8.973,0
-0.608,3.481,8.894,0
-0.529,3.403,8.581,0
-0.451,3.481,8.581,0
-0.529,3.481,8.581,0
-0.529,3.638,8.894,0
-0.529,3.638,8.894,0
-0.529,3.716,9.287,0
-0.451,3.716,9.287,0
-0.294,3.716,9.051,0
-0.215,3.795,9.051,0
-0.058,3.795,8.973,0
0.019,3.795,8.973,0
0.098,3.716,8.738,0
0.098,3.638,8.659,0
0.019,3.559,8.581,0
0.019,3.559,8.581,0
-0.058,3.638,8.738,0
-0.137,3.716,8.973,0
-0.137,3.795,9.522,0
-0.058,3.795,9.914,0
-0.058,3.716,9.757,0
0.019,3.716,9.365,0
0.019,3.638,9.287,0
-0.058,3.716,8.973,0
-0.137,3.716,8.973,0
-0.294,3.795,9.13,0
-0.294,3.795,8.973,0
-0.372,3.952,8.894,0
-0.294,3.952,8.973,0
-0.294,4.03,8.973,0
-0.372,4.187,9.208,0
-0.372,4.109,9.601,0
-0.294,3.952,9.601,0
-0.294,3.873,9.444,0
-0.294,3.716,9.522,0
-0.215,3.716,9.444,0
-0.215,3.795,9.444,0
-0.294,3.795,9.522,0
-0.294,3.795,9.757,0
-0.294,3.873,9.757,0
-0.215,3.795,9.757,0
-0.137,3.716,9.601,0
-0.137,3.716,9.522,0
-0.058,3.716,9.522,0
0.019,3.795,9.051,0
0.019,3.795,8.973,0
0.019,3.873,9.287,0
0.098,3.952,9.365,0
0.176,4.03,9.365,0
0.098,4.03,9.522,0
0.098,4.03,9.444,0
0.098,3.952,8.973,0
0.019,3.873,8.894,0
0.019,3.873,9.13,0
-0.058,3.716,8.894,0
0.019,3.716,8.581,0
0.019,3.559,8.581,0
-0.058,3.559,8.345,0
-0.058,3.559,8.188,0
-0.137,3.638,8.345,0
-0.215,3.638,8.659,0
-0.294,3.716,8.738,0
-0.294,3.638,8.894,0
-0.372,3.716,9.051,0
-0.451,3.638,8.894,0
-0.451,3.559,8.738,0
-0.451,3.638,8.424,0
-0.608,3.716,8.345,0
-0.686,3.795,8.581,0
-0.764,3.952,8.973,0
-0.764,4.03,9.208,0
-0.686,3.952,8.894,0
-0.451,3.952,8.345,0
-0.451,4.03,8.188,0
-0.764,4.109,8.502,0
-0.921,4.266,8.816,0
-1.078,4.266,9.365,0
-1,4.344,9.993,0
-0.921,4.187,10.228,0
-0.686,4.109,9.914,0
-0.608,4.03,9.757,0
-0.451,3.952,9.757,0
-0.372,3.952,9.679,0
-0.372,3.952,9.679,0
-0.372,4.03,9.522,0
-0.372,4.109,9.365,0
-0.294,4.109,9.365,0
-0.215,4.03,8.894,0
-0.294,3.952,8.267,0
-0.294,3.952,8.424,0
-0.215,3.873,9.208,0
-0.294,3.873,9.679,0
-0.294,3.873,9.993,1
-0.137,3.481,10.62,0
0.098,3.246,10.542,0
0.176,3.167,9.836,0
0.254,3.089,9.365,0
0.176,3.089,9.365,0
0.176,3.167,8.973,0
-0.058,3.246,8.738,0
-0.215,3.324,8.894,0
-0.215,3.403,8.816,0
-0.294,3.481,8.424,0
-0.294,3.638,8.581,0
-0.215,3.638,9.13,0
-0.294,3.559,9.365,0
-0.372,3.559,9.287,0
-0.294,3.324,9.287,0
-0.294,3.089,8.894,0
-0.372,3.089,8.188,0
-0.451,3.089,7.875,0
-0.608,3.246,8.345,1
-0.843,3.481,8.894,0
-0.921,3.559,8.973,0
-0.843,3.559,8.816,0
-0.764,3.559,8.581,0
-0.764,3.481,8.188,0
-0.764,3.481,7.875,0
-0.764,3.638,8.031,0
-0.843,3.638,8.424,0
-0.921,3.716,8.581,0
-0.921,3.795,9.13,0
-1,3.952,9.679,0
-1.078,4.03,9.993,0
-0.921,4.03,9.993,0
-0.764,4.109,9.836,0
-0.608,4.109,9.444,0
-0.451,4.03,9.287,0
-0.294,4.03,9.287,0
-0.372,4.109,9.287,0
-0.372,4.03,9.051,0
-0.372,4.03,8.894,0
-0.137,4.109,8.816,0
-0.058,4.187,8.581,0
-0.058,4.266,8.581,0
0.019,4.344,9.13,0
0.098,4.422,9.679,0
0.176,4.422,9.444,0
0.333,4.344,9.522,0
0.333,4.344,9.522,0
0.647,4.187,9.287,0
0.647,4.266,9.13,0
0.725,4.266,9.601,0
0.647,4.187,9.601,0
0.568,4.187,9.13,0
0.49,4.187,9.051,0
0.49,3.952,9.13,0
0.411,4.03,8.738,0
0.411,4.03,8.738,0
0.333,4.03,8.738,0
0.333,4.03,9.365,0
0.333,3.873,9.679,0
0.333,3.795,9.522,0
0.333,3.638,9.522,0
0.333,3.481,9.679,0
0.333,3.403,9.444,0
0.176,3.481,9.679,0
0.176,3.481,9.679,0
0.098,3.403,9.679,0
0.019,3.481,9.051,0
-0.137,3.481,8.816,0
-0.215,3.403,8.973,0
-0.294,3.559,8.581,0
-0.372,3.559,8.345,0
-0.372,3.481,8.659,0
-0.529,3.559,8.973,0
-0.529,3.638,9.208,0
-0.529,3.638,9.757,0
-0.608,3.638,9.993,0
-0.529,3.559,9.757,0
-0.608,3.559,9.757,0
-0.608,3.638,9.993,0
-0.686,3.716,9.757,0
-0.764,3.716,9.365,0
-0.764,3.795,9.287,0
-0.921,3.795,8.973,0
-1.157,3.873,8.424,0
-1.314,3.795,8.424,0
-1.314,3.795,8.581,0
-1.392,3.873,8.424,0
-1.392,3.795,8.581,1
-1.157,3.559,9.208,0
-1,3.403,8.973,0
-0.921,3.246,8.424,0
-0.764,3.167,8.816,0
-0.608,3.01,9.287,0
-0.529,2.932,8.738,0
-0.451,2.932,8.267,0
-0.372,2.932,8.738,0
-0.372,3.01,8.581,0
-0.451,3.324,8.188,0
-0.451,3.481,8.267,0
-0.372,3.559,8.502,0
-0.294,3.795,8.502,0
-0.215,3.795,8.424,0
-0.058,3.873,8.581,0
0.019,3.873,9.051,0
0.098,3.795,8.973,0
0.098,3.873,8.816,0
0.176,3.873,9.208,0
0.333,3.873,9.522,0
0.254,3.873,9.287,0
0.49,3.716,9.287,0
0.49,3.638,8.973,0
0.411,3.559,8.738,0
0.333,3.559,8.894,0
0.176,3.481,9.13,0
0.176,3.559,9.208,0
0.176,3.481,9.444,0
0.333,3.403,9.679,0
0.254,3.324,9.208,0
0.254,3.324,9.208,0
0.176,3.324,9.522,0
0.098,3.403,9.757,0
-0.058,3.403,9.522,0
0.019,3.403,9.444,0
-0.058,3.481,9.365,0
-0.215,3.716,9.365,0
-0.372,3.795,9.522,0
-0.451,3.952,9.836,0
-0.608,4.109,10.15,0
-0.764,4.109,10.15,0
-0.921,4.109,9.836,0
-0.921,4.109,9.836,0
-0.843,4.109,9.601,0
-0.921,4.109,9.444,0
-1.157,4.109,9.13,0
-1.078,4.187,9.13,0
-1.235,4.187,9.287,0
-1.471,4.187,9.208,0
-1.549,4.187,9.13,0
-1.392,3.952,9.365,0
-1.392,3.952,9.13,0
-1.392,3.873,9.13,0
-1.157,3.638,9.444,0
-1.078,3.481,9.13,0
-1.078,3.481,8.581,0
-0.921,3.559,8.659,0
-0.843,3.559,8.973,0
-0.764,3.559,8.894,0
-0.686,3.638,8.738,0
-0.608,3.795,8.659,0
-0.529,3.716,8.738,0
-0.451,3.795,8.581,0
-0.372,3.716,8.345,0
-0.372,3.716,8.581,0
-0.294,3.638,8.894,0
-0.294,3.559,8.581,0
-0.137,3.559,8.424,0
-0.058,3.481,8.894,0
0.019,3.403,9.051,0
0.019,3.481,8.659,0
0.176,3.403,8.894,0
0.254,3.324,9.208,0
0.254,3.324,8.738,0
0.254,3.403,8.659,0
0.254,3.403,9.051,0
0.254,3.481,9.365,0
0.176,3.481,9.444,0
0.176,3.481,9.522,0
0.254,3.481,9.757,0
0.254,3.481,9.365,0
0.176,3.481,9.13,0
