X,Y,Z,Target 
0.21,0.414,10.117,0
0.153,0.394,9.619,1
0.344,0.433,8.662,0
0.459,0.414,8.106,0
0.497,0.394,7.646,0
0.536,0.414,7.857,0
0.631,0.509,8.451,0
0.67,0.509,9.102,0
0.612,0.452,9.581,1
0.689,0.184,10.309,0
0.689,0.145,10.711,0
0.517,0.05,10.807,0
0.459,-0.142,10.539,0
0.382,-0.276,10.098,0
0.382,-0.506,9.351,1
0.191,-0.582,8.604,0
0.21,-0.621,8.144,0
0.21,-0.793,7.474,0
0.248,-0.87,7.053,0
0.172,-0.87,6.938,0
0.191,-0.87,6.938,0
0.172,-0.908,6.957,0
0.038,-0.946,6.976,0
0.057,-0.851,7.187,0
0.114,-0.774,7.742,0
0.095,-0.659,8.336,1
0.268,-0.582,9.332,0
0.172,-0.506,9.964,0
0.229,-0.467,10.807,0
0.248,-0.429,11.171,0
0.191,-0.333,11.535,0
0.21,-0.314,11.65,0
0.268,-0.238,11.745,0
0.363,-0.084,12.128,0
0.402,0.069,12.511,0
0.382,0.318,13.163,0
0.402,0.471,13.507,0
0.402,0.624,13.527,0
0.344,0.624,13.412,0
0.248,0.739,13.029,1
0.248,1.027,12.243,1
0.057,1.352,11.65,0
-0.058,1.659,11.267,0
0.229,2.042,10.979,0
0.114,2.348,10.711,0
0.019,2.444,10.558,0
0.172,2.731,10.136,0
0.497,2.942,9.677,0
0.766,3.038,9.083,0
0.9,2.98,8.642,0
0.842,2.75,7.953,0
0.823,2.425,7.551,0
0.631,2.252,7.666,0
0.593,1.946,8.259,1
0.746,1.544,9.543,1
0.727,0.988,10.998,1
0.651,0.548,12.014,1
0.478,-0.027,13.431,0
0.402,-0.353,14.025,0
0.306,-0.946,13.948,1
0.363,-1.387,12.875,1
0.268,-1.981,10.749,1
-0.096,-2.287,8.623,1
-0.154,-2.594,7.283,1
-0.384,-2.862,5.597,1
-0.422,-2.785,4.659,1
-0.824,-3.111,3.72,0
-0.958,-2.977,3.069,1
-1.533,-2.306,2.781,1
-2.05,-1.617,2.609,1
-1.188,-2.862,2.686,1
-0.69,-3.494,2.571,0
-0.652,-3.666,2.245,0
-0.633,-3.226,2.264,0
-0.939,-3.13,2.494,1
-0.671,-3.206,3.586,1
-0.958,-2.555,3.835,1
-1.15,-2.019,4.314,1
-1.131,-1.521,4.984,1
-2.433,-0.065,6.574,1
-2.184,0.184,8.279,1
-1.609,-1.31,14.982,1
-2.184,-1.195,19.866,1
-3.85,0.72,24.195,1
-3.85,0.567,25.402,1
-4.214,0.758,24.521,1
-4.004,0.107,21.648,1
-3.889,-0.889,19.158,1
-3.544,-1.617,15.116,1
-3.391,-1.923,13.067,1
-2.778,-1.885,10.864,1
-2.127,-1.502,9.198,1
-1.801,-1.195,8.451,0
-1.437,-0.87,8.298,1
-1.131,-0.429,8.623,1
-1.092,-0.18,9.562,1
-0.863,-0.238,11.611,1
-1.035,0.26,14.12,1
-1.552,0.548,15.308,1
-1.437,1.314,16.323,1
-1.648,1.984,16.572,1
-1.437,2.291,15.519,1
-1.246,2.291,14.101,1
-1.207,2.157,11.745,1
-1.131,1.965,10.328,1
-1.226,1.62,8.681,1
-1.322,1.084,8.049,1
-1.092,0.663,8.489,1
-0.748,0.069,9.811,1
-0.633,-0.372,10.577,0
-0.786,-0.927,10.807,0
-0.441,-1.502,10.864,1
-0.805,-2,9.983,1
-0.748,-2.383,9.14,1
-0.882,-2.823,7.953,1
-0.824,-3.092,7.244,1
-0.786,-3.494,6.21,0
-0.633,-3.551,5.52,0
-0.69,-3.417,5.061,0
-0.767,-3.321,4.678,0
-0.863,-3.111,4.639,0
-0.977,-2.651,4.716,0
-0.843,-2.287,4.965,1
-0.518,-2.019,5.75,0
-0.479,-1.693,6.267,1
-0.384,-1.214,6.899,0
-0.154,-0.908,7.359,1
0.038,-0.525,8.106,1
0.248,-0.065,9.083,1
0.478,0.184,9.792,1
0.612,0.548,10.577,0
0.746,0.72,11.056,0
0.938,0.778,11.343,0
0.957,0.797,11.094,0
0.9,0.701,10.443,0
0.727,0.548,9.983,0
0.536,0.394,9.485,0
0.517,0.28,9.351,0
0.517,0.241,9.351,0
0.497,0.203,9.389,0
0.478,0.241,9.715,0
0.44,0.356,10.136,0
0.44,0.356,10.558,0
0.459,0.509,11.228,0
0.536,0.567,11.63,0
0.746,0.835,11.975,0
0.746,0.988,12.014,0
0.823,0.988,12.071,0
0.976,1.046,12.148,0
1.168,0.95,12.282,0
1.283,0.739,12.531,0
1.302,0.758,12.473,0
1.359,0.509,12.262,0
1.359,0.356,12.167,0
1.302,0.145,12.071,0
1.302,-0.008,12.109,0
1.34,-0.218,12.109,0
1.244,-0.295,11.822,0
0.995,-0.372,11.286,0
0.842,-0.429,11.132,0
0.593,-0.506,10.826,0
0.44,-0.525,10.481,0
0.268,-0.544,10.194,0
0.153,-0.525,9.907,0
0.095,-0.448,9.658,0
-0.001,-0.391,9.121,0
-0.154,-0.41,8.642,0
-0.384,-0.429,8.087,0
-0.479,-0.429,7.819,0
-0.556,-0.333,7.761,0
-0.575,-0.257,7.666,0
-0.652,-0.218,7.666,0
-0.594,-0.18,8.01,0
-0.633,-0.161,8.298,0
-0.633,-0.18,8.738,0
-0.69,-0.238,8.93,0
-0.671,-0.372,9.198,0
-0.575,-0.506,9.198,0
-0.575,-0.563,8.968,0
-0.518,-0.659,8.432,0
-0.518,-0.774,8.049,0
-0.441,-0.812,7.972,0
-0.479,-0.774,8.202,0
-0.384,-0.659,8.891,0
-0.269,-0.716,9.428,0
-0.211,-0.621,10.271,0
-0.154,-0.582,10.711,0
-0.135,-0.487,11.228,0
-0.25,-0.448,11.496,0
-0.326,-0.353,11.554,0
-0.326,-0.333,11.286,0
-0.25,-0.276,10.577,0
-0.307,-0.199,10.271,0
-0.365,-0.065,10.156,0
-0.288,0.165,9.926,0
-0.288,0.26,9.524,0
-0.25,0.433,9.083,0
-0.25,0.394,9.217,0
-0.25,0.509,9.811,0
-0.192,0.529,10.194,0
-0.288,0.624,10.673,0
-0.307,0.605,11.19,1
-0.269,0.394,12.205,0
-0.001,0.299,12.741,0
-0.02,0.165,12.722,1
0.095,-0.046,10.883,1
-0.096,-0.257,9.638,1
-0.211,-0.487,8.336,0
-0.25,-0.621,7.704,0
-0.211,-0.716,7.206,0
-0.23,-0.774,7.034,0
-0.345,-0.716,7.666,1
-0.365,-0.64,8.604,1
-0.288,-0.621,10.002,1
-0.479,-0.525,10.883,1
-0.556,-0.487,12.167,1
-0.671,-0.563,13.527,0
-0.69,-0.544,14.159,0
-0.824,-0.544,14.197,1
-0.863,-0.697,13.258,1
-1.169,-0.87,11.19,1
-1.207,-0.87,10.156,1
-1.169,-0.831,8.815,0
-1.054,-0.736,8.355,0
-0.939,-0.544,8.125,0
-1.016,-0.372,8.01,0
-0.499,-0.295,8.049,0
-0.537,-0.046,7.723,0
-0.403,0.088,7.455,0
-0.365,0.28,7.378,0
-0.288,0.356,7.666,1
-0.211,0.471,8.853,1
-0.077,0.529,9.792,1
0.095,0.624,11.496,1
0.344,0.643,12.626,1
0.497,0.49,13.527,0
0.536,0.318,13.546,1
0.459,0.011,12.243,1
0.325,-0.353,10.596,1
0.325,-0.506,9.543,1
0.268,-0.64,8.681,0
0.268,-0.736,7.819,0
0.459,-0.927,7.991,0
0.421,-0.716,8.355,1
0.478,-0.582,9.217,0
0.478,-0.621,9.581,0
0.382,-0.582,9.447,0
0.268,-0.64,9.389,0
0.153,-0.716,9.313,0
-0.192,-0.812,9.102,0
-0.25,-0.812,9.064,0
-0.173,-0.812,9.504,0
-0.077,-0.697,10.271,1
-0.02,-0.621,11.228,0
-0.02,-0.563,11.879,0
-0.116,-0.429,12.511,0
-0.077,-0.353,12.531,0
-0.116,-0.314,12.052,0
-0.192,-0.276,11.42,1
-0.25,-0.161,10.539,0
-0.116,0.011,10.366,0
0.095,0.126,10.539,0
0.172,0.26,10.769,0
0.21,0.433,10.481,0
0.114,0.394,9.887,0
0.019,0.356,9.351,1
-0.02,0.318,8.413,0
-0.058,0.375,7.876,0
-0.154,0.394,7.359,0
-0.154,0.414,6.976,0
-0.116,0.452,7.225,1
0.057,0.586,8.566,1
0.287,0.509,10.136,1
0.306,0.701,12.569,1
1.149,0.337,15.48,1
0.785,-0.467,17.587,0
0.612,-0.314,17.089,1
0.804,-0.448,13.967,1
0.651,-0.716,11.63,1
0.497,-1.368,8.413,1
0.382,-1.732,6.65,1
0.057,-1.904,4.601,1
-0.422,-1.712,3.03,1
-0.728,-1.559,2.264,1
-1.073,-1.138,1.805,0
-0.92,-0.965,2.226,1
-0.269,-1.08,4.467,1
-0.25,-0.927,6.114,1
-0.288,-0.487,8.815,1
-0.096,-0.621,10.979,1
-0.001,-0.544,13.776,1
-0.614,-0.448,15.346,0
-0.69,-0.544,15.921,0
-0.709,-0.678,16.151,0
-0.633,-0.774,15.94,1
-0.901,-0.946,14.293,1
-1.265,-0.946,12.722,1
-1.15,-1.119,10.711,1
-1.15,-1.119,9.638,1
-1.016,-0.965,8.815,0
-1.054,-0.755,8.451,0
-0.499,-0.716,8.087,1
-0.824,-0.372,7.704,0
-0.537,-0.41,7.723,0
-0.728,-0.008,7.953,1
-0.422,0.184,8.508,1
-0.039,0.356,10.194,1
-0.001,0.548,11.267,1
-0.039,0.758,12.722,0
-0.135,0.797,13.105,0
-0.173,0.701,12.722,0
-0.269,0.663,12.033,0
-0.173,0.624,11.209,0
0.057,0.548,10.596,0
0.057,0.548,10.405,0
0.095,0.318,10.213,0
0.057,0.184,10.06,0
0.114,-0.084,9.811,0
-0.154,-0.104,9.389,0
0.019,-0.41,9.294,0
-0.307,-0.391,9.121,0
-0.23,-0.64,8.853,0
-0.384,-0.659,8.872,0
-0.384,-0.812,8.891,0
-0.345,-0.851,9.16,0
-0.403,-0.851,9.217,0
-0.441,-0.985,9.332,0
-0.479,-1.004,9.543,0
-0.479,-1.023,9.849,0
-0.479,-1.042,9.907,0
-0.518,-1.023,10.022,0
-0.479,-1.004,10.156,0
-0.345,-1.042,10.596,0
-0.345,-0.985,10.711,0
-0.307,-0.946,10.5,0
-0.441,-0.908,10.098,0
-0.441,-0.87,10.079,0
-0.422,-0.697,10.29,0
-0.326,-0.563,10.5,0
-0.326,-0.353,10.654,0
-0.23,-0.238,10.749,0
-0.23,-0.065,10.807,0
-0.173,0.069,10.73,0
-0.154,0.28,10.692,0
-0.039,0.509,10.807,0
0.019,0.663,11.094,1
0.191,0.892,11.745,0
0.248,1.027,11.975,0
0.363,1.046,12.09,0
0.402,1.065,11.918,0
0.44,1.007,11.209,0
0.459,0.931,10.577,1
0.478,0.816,9.581,0
0.497,0.797,9.006,0
0.497,0.72,8.508,0
0.612,0.567,8.374,0
0.631,0.529,8.547,0
0.555,0.394,8.834,0
0.612,0.088,8.93,0
0.536,0.05,9.236,0
0.497,-0.065,9.485,0
0.421,-0.276,9.715,0
0.382,-0.391,9.753,0
0.287,-0.602,9.753,0
0.268,-0.755,9.734,0
0.229,-0.985,9.543,0
-0.001,-1.08,9.332,0
-0.058,-1.176,9.255,0
-0.173,-1.31,9.255,0
-0.23,-1.349,9.466,0
-0.269,-1.368,9.638,0
-0.307,-1.368,9.715,0
-0.345,-1.214,9.849,0
-0.326,-1.138,9.926,0
-0.384,-1.08,9.734,0
-0.365,-1.004,9.6,0
-0.365,-0.793,9.543,0
-0.326,-0.659,9.715,0
-0.269,-0.602,9.887,0
-0.23,-0.467,9.983,0
-0.192,-0.353,9.964,0
-0.154,-0.18,10.29,0
-0.096,-0.046,10.634,0
0.038,0.145,11.132,0
0.21,0.222,11.401,0
0.402,0.375,11.707,0
0.44,0.452,11.803,0
0.478,0.509,11.573,0
0.325,0.605,10.883,0
0.287,0.624,10.347,0
0.325,0.663,9.696,0
0.382,0.835,9.524,0
0.421,0.873,9.275,0
0.478,0.931,9.14,0
0.382,0.95,9.14,0
0.382,0.912,9.217,0
0.382,0.758,9.198,0
0.268,0.682,9.332,0
0.21,0.471,9.638,0
0.114,0.337,10.002,0
0.076,0.241,10.213,0
0.076,0.031,10.309,0
0.057,-0.065,10.443,0
-0.001,-0.238,10.558,0
-0.001,-0.391,10.596,0
-0.02,-0.602,10.309,0
-0.039,-0.697,9.887,1
-0.173,-0.927,9.236,0
-0.173,-1.08,8.777,0
-0.154,-1.214,8.298,0
-0.211,-1.31,7.819,0
-0.345,-1.368,7.589,0
-0.269,-1.406,7.704,0
-0.307,-1.368,8.03,0
-0.25,-1.31,8.719,0
-0.326,-1.272,9.275,1
-0.23,-1.195,10.156,0
-0.211,-1.138,10.596,0
-0.25,-1.061,11.018,0
-0.307,-0.985,11.152,0
-0.288,-0.87,11.171,0
-0.154,-0.812,11.228,0
-0.154,-0.697,11.018,0
-0.154,-0.582,10.596,0
-0.116,-0.506,10.347,0
-0.039,-0.391,10.002,0
-0.058,-0.218,9.792,0
0.057,-0.027,9.638,0
0.057,0.126,9.581,0
0.095,0.356,9.773,0
0.095,0.586,10.06,0
0.229,0.931,10.539,0
0.363,1.103,10.96,0
0.421,1.18,11.152,0
0.344,1.371,11.19,0
0.325,1.39,11.113,0
0.785,1.333,10.788,1
0.038,1.046,10.692,0
0.325,0.72,10.347,0
0.287,0.701,10.079,1
0.114,0.356,9.543,0
0.057,0.05,9.083,0
-0.096,-0.18,8.528,0
-0.135,-0.333,8.508,0
-0.077,-0.448,8.547,0
-0.096,-0.582,8.815,0
-0.116,-0.697,9.16,0
-0.116,-0.812,9.792,0
-0.135,-0.851,10.175,0
-0.077,-0.87,10.654,0
-0.096,-0.946,10.711,0
-0.096,-1.042,10.807,0
-0.116,-1.119,10.615,0
-0.192,-1.138,10.156,0
-0.307,-1.157,9.868,0
-0.345,-1.119,9.926,0
-0.326,-1.042,10.213,0
-0.326,-1.004,10.251,0
-0.384,-0.851,10.347,0
-0.403,-0.697,10.615,0
-0.403,-0.582,11.094,0
-0.345,-0.448,11.439,0
-0.25,-0.314,11.439,0
-0.192,-0.199,11.19,0
-0.192,-0.084,10.883,0
-0.154,0.088,10.577,0
-0.039,0.203,10.347,0
0.095,0.394,9.868,0
0.133,0.452,9.83,0
0.21,0.624,9.753,0
0.268,0.739,9.734,0
0.325,0.835,9.581,0
0.363,0.816,9.294,0
0.382,0.739,9.179,0
0.459,0.739,9.313,0
0.497,0.682,9.543,0
0.517,0.529,10.271,0
0.497,0.414,10.692,0
0.497,0.26,10.922,0
0.478,0.165,10.807,0
0.459,-0.008,10.022,0
0.421,-0.142,9.524,0
0.306,-0.333,9.026,0
0.268,-0.429,8.911,0
0.248,-0.544,8.777,0
0.133,-0.621,8.872,0
0.172,-0.64,9.217,0
0.133,-0.736,9.868,0
0.114,-0.755,10.251,0
0.076,-0.793,10.596,0
-0.02,-0.793,10.749,0
-0.039,-0.812,11.018,0
-0.001,-0.793,11.037,0
-0.02,-0.774,10.96,0
0.076,-0.678,10.807,0
0.21,-0.621,10.309,0
0.229,-0.582,9.849,0
0.306,-0.563,9.198,0
0.325,-0.429,8.738,0
0.344,-0.353,8.891,0
0.421,-0.199,9.504,0
0.517,-0.104,9.964,0
0.555,-0.008,10.213,0
0.631,0.031,10.175,0
0.536,0.088,9.907,0
0.497,0.107,9.907,0
0.478,0.165,10.405,0
0.478,0.222,10.845,0
0.517,0.337,11.075,0
0.517,0.375,10.922,0
0.497,0.337,10.596,0
0.402,0.299,9.926,0
0.382,0.375,9.543,0
0.421,0.26,9.236,0
0.363,0.26,9.179,0
0.306,0.299,9.351,0
0.306,0.241,9.447,0
0.095,0.145,9.715,0
0.133,0.05,10.405,0
0.133,-0.008,10.845,0
-0.001,-0.142,11.305,0
-0.039,-0.218,11.343,0
-0.077,-0.391,11.056,0
-0.116,-0.487,10.539,1
-0.077,-0.544,9.6,0
-0.02,-0.563,8.93,0
-0.058,-0.621,8.106,0
-0.116,-0.716,7.781,0
-0.173,-0.659,7.704,0
-0.135,-0.582,8.144,0
-0.135,-0.429,8.911,1
-0.02,-0.314,10.194,0
0.019,-0.295,10.769,0
-0.039,-0.18,11.401,0
-0.135,-0.238,11.65,0
-0.23,-0.295,11.707,0
-0.23,-0.314,11.592,0
-0.173,-0.295,11.324,0
-0.173,-0.257,11.037,0
-0.154,-0.199,10.73,0
-0.039,-0.084,10.271,0
0.057,-0.027,9.849,0
0.095,0.031,9.217,0
0.229,0.069,8.834,0
0.248,0.165,8.623,0
0.287,0.26,8.642,0
0.382,0.337,8.891,0
0.44,0.414,9.179,1
0.517,0.452,10.098,0
0.574,0.433,10.711,0
0.612,0.356,11.362,0
0.631,0.337,11.458,0
0.593,0.184,11.343,0
0.631,-0.008,10.998,0
0.67,-0.104,10.615,0
0.631,-0.218,9.792,0
0.555,-0.333,9.236,0
0.497,-0.41,8.719,0
0.478,-0.448,8.528,0
0.421,-0.506,8.336,0
0.363,-0.544,8.259,0
0.344,-0.602,8.279,0
0.229,-0.602,8.432,0
0.21,-0.563,8.7,0
0.172,-0.448,9.428,0
0.229,-0.41,10.098,0
0.306,-0.391,10.979,0
0.287,-0.353,11.458,0
0.306,-0.372,11.841,0
0.325,-0.372,11.918,0
0.287,-0.487,11.516,0
0.344,-0.525,10.788,1
0.287,-0.602,9.677,0
0.325,-0.621,8.93,0
0.344,-0.544,8.815,0
0.44,-0.353,8.911,0
0.478,-0.295,9.006,0
0.497,-0.161,9.255,0
0.555,-0.008,9.562,0
0.612,0.165,10.194,0
0.651,0.299,10.558,0
0.727,0.375,11.132,0
0.766,0.414,11.65,0
0.746,0.452,11.764,0
0.67,0.433,11.228,0
0.593,0.337,10.577,0
0.555,0.375,9.753,0
0.612,0.318,9.351,0
0.574,0.222,8.757,0
0.536,0.165,8.47,0
0.555,0.088,8.279,0
0.593,0.031,8.451,0
0.651,-0.027,8.834,0
0.651,-0.046,9.389,0
0.536,-0.199,9.811,0
0.497,-0.314,10.443,0
0.497,-0.333,10.826,0
0.459,-0.41,11.094,0
0.497,-0.506,10.883,0
0.536,-0.659,10.271,0
0.497,-0.736,9.773,0
0.478,-0.755,9.006,0
0.421,-0.793,8.681,0
0.478,-0.812,8.489,0
0.497,-0.793,8.566,0
0.536,-0.659,8.777,0
0.593,-0.525,9.217,0
0.574,-0.467,9.638,0
0.593,-0.429,10.366,0
0.689,-0.448,10.711,0
0.67,-0.41,10.941,0
0.651,-0.429,10.941,0
0.631,-0.391,11.075,0
0.67,-0.353,11.094,0
0.612,-0.314,10.749,0
0.612,-0.314,10.194,0
0.651,-0.257,9.619,0
0.555,-0.123,9.524,0
0.612,-0.084,9.466,0
0.689,0.011,9.524,0
0.67,0.107,9.504,0
0.766,0.203,9.677,0
0.727,0.28,9.849,0
0.612,0.299,10.156,0
0.746,0.394,10.366,0
0.478,0.165,10.615,0
0.497,0.088,10.73,0
0.593,0.126,10.692,0
0.651,0.107,10.558,0
0.593,0.107,10.366,0
0.631,-0.027,10.098,0
0.612,-0.027,9.983,0
0.593,-0.008,9.773,0
0.555,-0.046,9.696,0
0.574,-0.142,9.696,0
0.536,-0.18,9.658,0
0.517,-0.295,9.562,0
0.44,-0.429,9.524,0
0.363,-0.563,9.447,0
0.287,-0.678,9.428,0
0.287,-0.678,9.466,0
0.287,-0.678,9.677,0
0.306,-0.678,9.945,0
0.459,-0.659,10.213,0
0.497,-0.659,10.232,0
0.478,-0.582,10.079,0
0.497,-0.544,9.907,0
0.478,-0.41,9.811,0
0.421,-0.41,9.926,0
0.421,-0.353,10.002,0
0.382,-0.276,10.424,0
0.363,-0.218,10.558,0
0.402,-0.18,10.596,0
0.382,-0.161,10.462,0
0.287,-0.199,10.117,0
0.306,-0.161,9.983,0
0.268,-0.027,9.964,0
0.287,0.05,10.079,0
0.402,0.184,10.309,0
0.478,0.318,10.596,0
0.497,0.375,10.788,0
0.497,0.414,10.883,0
0.497,0.414,10.749,0
0.421,0.299,10.175,0
0.306,0.241,9.715,0
0.153,0.222,9.236,0
0.019,0.203,9.14,0
-0.001,0.088,9.255,0
0.019,0.031,9.409,0
-0.039,-0.027,9.887,0
0.076,-0.142,10.443,0
0.076,-0.218,10.692,0
0.019,-0.295,10.96,0
0.019,-0.353,10.711,0
-0.039,-0.525,9.964,0
-0.135,-0.582,9.389,0
-0.116,-0.563,8.642,0
-0.116,-0.544,8.202,0
-0.039,-0.602,7.723,0
-0.096,-0.621,7.551,0
-0.077,-0.544,7.742,1
-0.096,-0.41,8.777,1
-0.001,-0.391,9.677,1
0.172,-0.353,10.788,0
0.191,-0.333,11.516,0
0.21,-0.372,12.301,0
0.133,-0.467,12.55,0
0.038,-0.602,12.224,0
-0.02,-0.755,11.477,1
-0.096,-0.889,10.347,0
-0.154,-0.889,9.524,0
-0.096,-0.889,9.064,0
-0.096,-0.716,8.738,0
-0.135,-0.621,8.7,0
-0.02,-0.429,9.102,0
0.095,-0.295,9.696,0
0.114,-0.218,10.002,1
0.344,0.05,10.749,0
0.325,0.145,10.788,0
0.268,0.165,10.596,0
0.191,0.165,10.194,0
0.114,0.184,10.002,0
0.172,0.241,10.117,0
0.363,0.26,10.424,0
0.402,0.299,10.539,0
0.382,0.241,10.232,0
0.325,0.203,9.868,0
0.325,0.107,9.409,0
0.363,-0.027,9.179,0
0.306,-0.199,9.064,0
0.325,-0.257,9.064,0
0.306,-0.429,9.083,0
0.306,-0.544,9.179,0
0.248,-0.678,9.351,0
0.306,-0.755,9.983,0
0.382,-0.774,10.634,0
0.402,-0.831,11.228,0
0.44,-0.851,11.784,0
0.363,-0.946,11.592,1
0.344,-1.061,10.558,1
0.268,-1.138,9.638,0
0.095,-1.1,8.872,1
-0.096,-1.023,8.087,0
-0.192,-0.927,7.895,0
-0.154,-0.755,8.451,1
-0.096,-0.429,9.811,1
-0.001,-0.238,10.73,1
-0.058,-0.104,11.803,0
-0.135,0.011,12.377,0
-0.173,0.069,12.703,0
-0.173,0.145,12.531,0
-0.211,0.165,12.243,0
-0.23,0.165,11.994,0
-0.211,0.222,11.496,0
-0.096,0.28,10.807,0
-0.116,0.318,10.424,0
-0.058,0.337,9.811,0
-0.001,0.394,9.447,0
0.076,0.49,8.968,0
0.172,0.509,8.7,0
0.287,0.433,8.489,0
0.363,0.375,8.355,0
0.44,0.222,8.432,0
0.459,0.107,8.508,0
0.478,-0.084,9.045,0
0.478,-0.238,9.734,0
0.459,-0.333,10.175,0
0.478,-0.487,10.577,0
0.459,-0.602,10.673,0
0.478,-0.793,10.52,0
0.478,-0.87,10.29,0
0.478,-1.023,9.773,0
0.44,-1.1,9.447,0
0.344,-1.157,9.064,0
0.325,-1.195,8.987,0
0.248,-1.138,9.275,0
0.21,-1.061,9.734,0
0.268,-0.965,10.002,0
0.268,-0.927,10.117,0
0.287,-0.755,10.424,0
0.248,-0.621,10.539,0
0.344,-0.467,10.769,0
0.382,-0.257,11.075,0
0.44,-0.161,11.286,0
0.44,-0.008,11.458,0
0.363,0.088,11.669,0
0.402,0.184,11.669,0
0.325,0.241,11.209,0
0.248,0.222,10.634,1
0.133,0.26,9.734,0
0.133,0.222,9.294,0
0.21,0.165,8.872,0
0.325,0.126,8.566,0
0.306,0.088,8.049,0
0.325,-0.008,7.838,0
0.44,-0.199,7.685,0
0.44,-0.257,7.991,0
0.421,-0.333,8.7,0
0.363,-0.391,9.504,0
0.325,-0.544,10.079,0
0.325,-0.716,10.864,0
0.229,-0.812,11.286,0
0.172,-1.1,11.899,0
0.095,-1.214,12.148,0
-0.02,-1.463,12.09,0
-0.058,-1.712,11.65,1
-0.25,-2.019,10.577,1
-0.25,-2.325,9.389,0
-0.345,-2.421,8.681,0
-0.345,-2.555,8.049,0
-0.403,-2.555,7.838,0
-0.384,-2.402,7.915,0
-0.365,-2.191,8.566,1
-0.326,-1.693,9.945,1
-0.154,-1.425,10.749,1
-0.116,-1.042,11.707,0
-0.135,-0.736,12.109,0
-0.135,-0.372,12.224,0
-0.154,-0.046,12.167,0
-0.116,0.031,12.148,0
-0.077,0.299,11.822,0
-0.058,0.414,11.439,1
0.038,0.471,10.5,0
0.038,0.548,9.753,1
-0.02,0.49,8.662,0
0.019,0.471,7.972,1
-0.02,0.337,6.995,0
0.038,0.184,6.67,0
0.191,-0.123,7.072,1
0.421,-0.448,8.164,0
0.402,-0.736,8.7,0
0.306,-1.119,9.179,0
0.268,-1.425,9.485,0
0.076,-1.751,9.619,0
0.076,-1.923,9.773,0
-0.001,-2.076,10.022,0
-0.154,-2.038,10.405,0
-0.192,-1.923,11.19,0
-0.23,-1.732,11.745,1
-0.192,-1.483,12.875,0
-0.46,-1.387,12.895,1
-0.135,-0.908,13.833,0
-0.154,-0.544,13.546,0
0.019,-0.372,13.297,0
-0.001,-0.238,12.492,0
0.019,-0.123,11.956,1
0.114,-0.065,10.788,0
0.057,-0.027,9.964,1
0.076,-0.199,8.681,1
0.057,-0.353,7.761,1
-0.058,-0.582,6.708,0
-0.116,-0.793,6.382,0
-0.058,-0.965,6.67,0
0.076,-1.004,7.34,1
0.268,-1.138,8.738,1
0.344,-1.176,10.022,0
0.44,-1.157,10.749,1
0.459,-1.138,11.879,0
0.421,-1.138,12.569,0
0.459,-1.042,13.278,0
0.402,-0.985,13.488,0
0.344,-0.985,12.799,1
0.268,-1.061,11.611,1
0.133,-1.138,9.715,1
-0.001,-1.253,8.049,1
-0.077,-1.387,7.187,0
-0.154,-1.521,6.593,0
-0.192,-1.54,6.382,0
-0.23,-1.674,6.727,0
-0.135,-1.712,7.417,1
-0.02,-1.712,8.834,1
0.076,-1.77,9.734,1
0.172,-1.827,10.749,0
0.21,-1.904,11.381,0
0.287,-1.981,11.496,0
0.268,-2.019,11.267,0
0.268,-2.076,10.654,1
0.21,-2.076,9.677,0
0.248,-2.057,9.236,0
0.268,-2.019,8.796,0
0.344,-1.981,8.681,0
0.382,-1.866,8.93,0
0.325,-1.77,9.332,1
0.478,-1.674,10.309,1
0.44,-1.502,11.132,0
0.402,-1.463,11.305,0
0.421,-1.387,12.109,0
0.459,-1.272,12.531,0
0.478,-1.157,12.837,0
0.517,-1.004,12.435,1
0.402,-0.985,11.267,0
0.421,-0.946,10.52,0
0.459,-0.755,9.811,0
0.478,-0.621,9.37,0
0.593,-0.41,8.796,0
0.574,-0.199,8.662,0
0.708,-0.065,8.815,0
0.727,-0.008,9.102,0
0.823,0.088,9.543,0
0.861,-0.046,10.232,0
0.995,-0.142,10.654,0
0.9,-0.333,11.018,0
0.88,-0.41,11.094,0
0.746,-0.831,10.711,0
0.651,-1.023,10.462,0
0.574,-1.195,10.347,0
0.497,-1.349,10.577,0
0.536,-1.368,10.577,0
0.555,-1.483,10.366,0
0.517,-1.578,9.983,0
0.497,-1.712,9.485,0
0.421,-1.808,9.14,0
0.325,-1.904,8.949,0
0.268,-1.866,8.853,0
0.363,-1.827,9.064,0
0.459,-1.808,9.543,0
0.421,-1.751,9.734,0
0.325,-1.655,9.83,0
0.229,-1.674,9.926,0
0.344,-1.578,10.232,0
0.478,-1.636,10.443,0
0.555,-1.559,10.328,0
0.555,-1.425,10.136,0
0.497,-1.329,9.887,0
0.517,-1.329,10.117,0
0.517,-1.368,10.596,0
0.517,-1.387,10.749,0
0.593,-1.387,10.73,0
0.612,-1.387,10.596,0
0.536,-1.291,10.462,0
0.478,-1.291,10.175,0
0.44,-1.31,10.041,0
0.478,-1.272,10.136,0
0.497,-1.176,10.347,0
0.536,-0.946,10.807,0
0.536,-0.793,10.903,0
0.631,-0.755,10.845,0
0.497,-0.678,10.328,0
0.497,-0.602,10.213,0
0.536,-0.429,10.098,0
0.593,-0.353,10.041,0
0.574,-0.314,9.753,0
0.555,-0.276,9.6,0
0.536,-0.276,9.351,0
0.478,-0.295,9.198,0
0.44,-0.333,9.16,0
0.44,-0.314,9.236,0
0.459,-0.391,9.504,0
