X,Y,Z,Target 
-0.575,-0.582,8.01,0
-0.403,-0.755,7.512,1
-0.173,-1.004,6.785,0
-0.154,-1.061,6.516,0
-0.23,-1.157,6.229,0
-0.23,-1.234,6.248,0
-0.25,-1.176,6.67,1
-0.23,-0.908,7.57,1
-0.154,-0.736,8.413,1
-0.001,-0.525,9.83,0
0.095,-0.506,10.5,1
0.153,-0.314,11.496,0
0.057,-0.314,11.975,0
-0.23,-0.314,11.86,0
-0.173,-0.314,11.477,1
-0.039,-0.199,10.558,0
-0.058,-0.161,9.926,0
0.038,-0.065,9.179,0
0.133,-0.008,9.064,0
0.095,0.165,9.236,0
-0.058,0.471,9.715,0
-0.154,0.643,10.366,1
-0.23,0.873,11.343,0
-0.326,1.007,12.014,0
-0.192,1.065,12.607,0
-0.365,1.084,12.856,0
-0.671,1.046,12.531,0
-0.863,1.007,11.975,1
-0.977,0.912,10.922,0
-0.92,0.854,10.424,0
-0.728,0.701,9.868,0
-0.575,0.663,9.313,0
-0.46,0.605,8.757,0
-0.173,0.567,8.259,0
-0.154,0.509,7.934,0
-0.135,0.394,7.455,0
-0.326,0.433,7.359,0
-0.499,0.471,7.704,0
-0.518,0.605,8.547,1
-0.614,0.797,9.926,1
-0.728,0.778,10.807,1
-0.709,0.663,12.186,1
-0.882,0.701,13.22,0
-0.805,0.758,13.661,0
-0.843,0.778,13.871,0
-0.748,0.471,13.986,1
-0.594,-0.008,13.144,1
-0.556,-0.333,12.167,1
-0.403,-0.64,10.807,0
-0.441,-0.755,10.098,1
-0.288,-0.965,8.968,0
-0.288,-1.08,8.508,0
-0.307,-1.08,8.317,0
-0.135,-1.004,8.528,0
-0.23,-0.965,8.662,0
-0.479,-0.985,8.508,0
-0.709,-0.946,8.355,0
-0.882,-0.678,8.298,0
-0.786,-0.544,8.604,1
-0.479,-0.161,9.121,0
-0.46,0.069,9.658,1
-0.537,0.356,10.328,0
-0.46,0.394,10.52,0
-0.46,0.49,10.309,0
-0.805,0.624,9.811,0
-0.786,0.663,9.524,0
-0.69,0.624,9.275,0
-0.537,0.567,9.045,1
-0.365,0.299,8.374,0
-0.326,0.241,7.781,1
-0.422,0.088,6.938,0
-0.384,0.05,6.497,0
-0.767,0.222,6.114,0
-0.92,0.337,6.172,1
-0.939,0.567,7.359,1
-0.786,0.643,9.083,1
-0.594,0.643,10.136,1
-0.728,0.835,12.148,1
-0.843,0.663,13.144,1
-0.958,0.337,14.025,0
-0.901,0.031,13.603,1
-0.748,-0.525,11.592,1
-0.843,-0.774,9.926,1
-1.226,-0.908,7.857,1
-1.131,-1.1,6.804,1
-0.997,-0.87,6.114,1
-0.939,-0.084,7.8,1
-0.786,0.222,9.849,1
-0.882,0.72,12.952,1
-1.016,1.084,14.752,1
-1.552,1.371,16.495,0
-1.705,1.429,16.898,0
-1.59,1.582,16.591,0
-1.399,1.735,15.978,1
-1.15,1.62,14.389,1
-0.728,1.448,12.416,1
-0.652,1.505,11.247,1
-0.882,1.333,9.102,1
-0.843,1.218,7.857,1
-0.805,1.199,6.727,0
-0.728,1.237,6.536,0
-0.748,1.448,6.861,1
-0.116,1.352,7.876,1
0.248,1.199,8.796,0
0.287,0.988,8.968,1
0.057,0.529,8.106,1
-0.192,0.26,7.493,1
-0.403,-0.065,6.899,0
-0.633,-0.257,6.88,0
-0.671,-0.276,7.397,1
-0.422,-0.276,8.681,1
-0.116,-0.391,9.715,1
-0.039,-0.448,10.711,0
0.114,-0.506,11.075,0
-0.02,-0.812,11.286,0
-0.096,-0.965,11.324,0
-0.135,-1.176,10.998,0
-0.154,-1.214,10.577,0
-0.23,-1.214,10.309,0
-0.345,-1.234,10.347,0
-0.403,-1.195,10.749,0
-0.479,-1.061,11.247,0
-0.728,-0.985,11.554,0
-0.882,-0.946,11.554,0
-0.824,-0.851,11.075,1
-0.499,-0.755,9.887,1
-0.422,-0.621,9.064,1
-0.135,-0.64,7.8,0
-0.039,-0.544,7.034,1
0.287,-0.353,5.942,1
0.478,-0.161,5.252,0
0.517,-0.123,5.022,0
0.517,-0.065,4.908,0
0.459,0.069,5.176,1
0.287,0.375,5.808,0
0.153,0.605,6.421,1
-0.077,0.912,7.608,1
-0.154,1.065,8.413,1
-0.403,1.295,9.677,1
-0.614,1.256,10.558,1
-1.073,1.18,12.071,1
-1.514,1.027,13.105,1
-2.069,0.778,14.274,1
-2.376,0.509,14.791,0
-2.529,0.28,14.752,0
-2.491,0.031,14.12,1
-2.261,-0.161,13.45,1
-1.629,-0.391,12.148,1
-1.303,-0.544,10.864,1
-1.303,-0.697,8.911,1
-0.997,-0.812,7.761,1
-0.671,-0.563,6.631,0
-0.633,-0.218,6.229,1
-0.269,0.299,6.497,1
-0.001,0.816,8.451,1
0.114,1.103,9.792,1
0.382,1.333,11.669,1
0.382,1.429,12.914,1
-0.116,1.639,14.101,0
-0.154,1.525,14.178,1
-0.25,0.912,12.895,1
-0.25,0.529,10.596,1
-0.403,0.375,9.409,1
-0.307,0.069,8.164,1
-0.116,-0.391,6.708,1
-0.441,-0.525,5.865,0
-0.652,-0.697,5.616,0
-0.805,-0.736,6.287,1
-0.709,-0.563,7.704,1
-0.882,-0.429,9.868,1
-1.188,-0.448,11.267,1
-1.265,-0.448,13.622,1
-1.303,-0.525,15.059,1
-1.667,-0.64,16.361,0
-1.763,-0.908,16.112,1
-1.495,-1.272,14.791,1
-1.38,-1.732,12.282,1
-1.418,-1.674,10.558,1
-1.169,-1.732,8.221,1
-0.901,-1.789,7.11,1
-0.767,-1.502,5.961,0
-0.614,-1.157,5.597,0
-0.537,-0.563,5.693,1
-0.135,-0.218,6.804,1
0.057,0.356,8.47,1
-0.02,0.643,9.389,1
0.038,1.161,10.366,0
-0.173,1.352,10.788,0
-0.23,1.333,10.826,0
-0.46,1.486,10.443,0
-0.499,1.218,9.887,1
-0.614,0.912,8.719,0
-0.824,0.854,8.049,0
-0.767,0.663,7.34,0
-0.824,0.548,6.861,0
-1.054,0.49,6.478,0
-1.226,0.509,6.325,0
-1.284,0.414,6.785,1
-1.092,0.452,7.934,1
-1.112,0.509,8.891,1
-1.188,0.394,9.792,0
-1.284,0.337,10.232,0
-1.284,0.165,10.558,0
-1.38,0.145,10.347,0
-1.667,0.356,9.964,0
-1.782,0.548,9.945,1
-1.859,0.758,10.692,0
-1.916,0.778,11.056,1
-1.801,1.122,13.354,1
-1.859,1.161,15.48,1
-1.897,1.122,16.687,0
-1.763,1.18,17.223,0
-1.609,1.065,16.802,1
-1.054,0.394,15.614,1
-0.977,0.126,14.293,1
-1.188,0.05,12.339,1
-1.207,-0.199,11.037,1
-0.997,-0.563,9.677,0
-0.69,-0.659,9.485,1
-0.135,-0.563,9.964,1
-0.154,-0.525,10.998,0
-0.288,-0.621,11.209,1
-0.25,-0.946,10.481,1
-0.479,-1.119,9.677,1
-0.499,-1.483,8.374,1
-0.671,-1.559,7.187,1
-0.805,-1.387,6.325,0
-1.131,-1.483,5.999,0
-1.341,-1.444,6.555,1
-1.399,-1.425,7.512,1
-1.38,-1.425,8.604,1
-1.686,-1.061,10.385,0
-1.859,-0.812,10.903,0
-1.878,-0.64,11.362,0
-1.897,-0.582,11.381,0
-1.916,-0.487,10.769,0
-1.839,-0.506,10.022,1
-1.686,-0.487,8.757,0
-1.667,-0.448,8.01,1
-1.495,-0.391,7.168,0
-1.418,-0.429,6.861,0
-1.399,-0.391,6.267,0
-1.341,-0.314,6.018,0
-1.246,-0.372,5.865,0
-1.303,-0.314,5.693,0
-1.207,-0.238,5.789,0
-1.131,-0.238,6.057,0
-0.997,-0.218,6.248,0
-1.016,-0.238,6.536,0
-1.073,-0.18,6.804,0
-1.073,-0.142,7.378,0
-1.054,-0.218,8.068,1
-1.361,-0.276,9.485,1
-1.265,-0.582,11.439,1
-1.188,-1.023,12.914,1
-1.169,-1.425,14.695,0
-1.131,-1.732,15.346,0
-1.092,-2.21,15.078,0
-1.169,-2.421,14.369,1
-1.265,-2.747,12.837,1
-1.361,-2.843,11.726,1
-1.667,-2.555,10.309,1
-1.839,-2.23,9.6,0
-1.763,-1.693,9.389,1
-1.571,-0.851,9.907,1
-1.82,-0.161,10.462,1
-2.012,0.778,11.286,1
-1.973,1.237,12.033,1
-1.859,2.061,12.665,1
-1.801,2.597,13.086,0
-1.763,3.076,13.45,0
-1.59,3.402,13.335,0
-1.475,3.459,13.009,1
-1.303,3.306,12.262,1
-0.92,2.655,10.769,1
-0.728,2.061,9.658,1
-0.671,1.199,7.915,1
-0.479,0.49,6.152,1
-0.46,-0.027,5.252,1
-0.537,-0.755,4.352,0
-0.709,-1.214,4.256,1
-0.69,-1.923,4.773,1
-0.652,-2.172,5.578,1
-0.92,-2.708,7.148,1
-1.073,-3.015,8.528,1
-1.073,-3.206,10.558,1
-1.303,-2.977,12.397,1
-1.341,-2.804,13.469,1
-1.456,-2.651,14.542,0
-1.341,-2.44,14.81,0
-1.341,-2.076,14.35,0
-1.265,-1.942,13.622,1
-1.207,-1.598,11.994,1
-1.38,-1.329,10.922,1
-0.977,-1.234,9.562,1
-0.843,-1.004,8.317,0
-0.901,-0.774,7.685,1
-1.016,-0.467,7.034,0
-0.805,-0.199,6.785,1
-0.939,0.222,7.263,0
-0.939,0.471,7.876,1
-0.939,0.701,9.37,0
-0.977,0.72,10.098,1
-1.112,0.548,11.228,0
-1.341,0.375,11.803,1
-1.667,-0.027,12.358,0
-1.82,-0.314,12.358,0
-1.801,-0.736,11.803,1
-1.744,-1.138,10.558,0
-1.744,-1.272,9.715,1
-1.859,-1.368,8.681,0
-1.993,-1.291,8.049,0
-1.954,-1.195,7.493,0
-1.782,-0.812,7.378,1
-1.954,-0.199,8.24,1
-1.648,0.184,9.351,1
-1.878,0.816,11.037,1
-1.801,1.199,12.09,1
-1.782,1.754,13.91,1
-1.954,1.965,15.825,0
-1.954,1.946,16.764,0
-1.705,1.659,16.725,1
-1.38,1.122,15.385,1
-1.341,0.337,12.167,1
-1.284,-0.046,10.213,1
-1.035,-0.544,7.57,1
-0.824,-0.831,6.057,1
-0.633,-1.138,4.563,0
-0.537,-1.368,4.065,0
-0.499,-1.751,3.95,1
-0.269,-2.019,4.639,1
0.038,-2.134,5.348,1
-0.135,-1.904,7.148,0
-0.173,-1.847,7.953,1
-0.288,-1.827,9.466,1
-0.422,-1.655,10.673,1
-0.748,-1.31,12.473,1
-0.977,-1.061,13.527,1
-1.361,-0.812,14.887,0
-1.629,-0.755,15.557,0
-1.973,-0.64,15.883,1
-2.165,-0.64,15.059,1
-2.088,-0.755,13.833,1
-1.973,-0.716,11.86,1
-1.82,-0.563,10.883,1
-1.418,-0.582,9.447,1
-1.322,-0.487,8.604,1
-0.863,-0.333,7.8,0
-0.824,-0.18,7.608,0
-0.479,0.05,7.8,0
-0.403,0.088,8.087,0
-0.269,0.165,8.757,0
-0.116,0.088,9.14,0
-0.173,0.011,9.045,0
-0.116,-0.238,8.508,0
-0.116,-0.41,8.068,1
-0.211,-0.659,7.34,0
-0.288,-0.774,6.861,1
-0.594,-0.946,6.287,0
-0.69,-0.927,6.114,0
-0.977,-0.87,6.401,0
-1.226,-0.678,6.88,1
-1.437,-0.372,8.566,1
-1.418,-0.353,9.868,1
-1.648,-0.084,11.841,1
-1.935,0.088,13.68,1
-2.088,-0.027,14.714,1
-2.222,-0.372,15.423,1
-2.127,-0.544,14.676,1
-1.801,-0.965,12.052,1
-1.686,-1.08,10.443,1
-1.724,-1.349,8.068,1
-1.552,-1.502,6.957,1
-1.629,-1.406,5.52,1
-1.859,-1.234,4.908,0
-1.782,-0.889,4.85,1
-2.012,-0.525,5.54,1
-1.782,-0.142,7.819,1
-1.609,0.145,10.654,1
-1.514,0.394,12.301,1
-1.59,0.758,14.159,0
-1.552,0.931,14.944,0
-1.705,0.701,15.25,0
-1.744,0.471,14.772,1
-1.609,-0.123,12.99,1
-1.437,-0.353,11.496,1
-1.188,-0.506,9.543,1
-0.786,-0.774,7.627,1
-0.728,-0.851,6.555,1
-0.748,-0.812,5.271,0
-0.748,-0.755,4.735,0
-0.824,-0.563,4.659,1
-1.322,-0.199,4.965,1
-1.016,0.069,7.206,1
-1.207,0.318,8.796,1
-1.399,0.471,11.42,1
-1.609,0.586,13.029,1
-1.935,0.452,15.672,1
-2.261,0.28,16.744,1
-2.605,0.011,17.166,1
-2.414,-0.506,15.097,1
-2.318,-0.87,13.335,1
-2.28,-1.119,10.96,1
-2.318,-1.234,9.447,1
-2.127,-1.425,7.876,0
-1.82,-1.463,7.321,0
-1.571,-1.349,7.321,0
-1.38,-1.234,7.895,1
-1.265,-0.985,8.662,1
-0.46,-0.927,8.987,0
-0.728,-0.659,8.949,0
-0.728,-0.467,8.259,0
-0.767,-0.41,8.106,0
-0.652,-0.199,8.451,1
-1.092,0.203,9.313,0
-1.284,0.26,10.06,0
-1.303,0.299,10.998,1
-1.15,0.452,11.956,0
-1.15,0.452,12.722,0
-1.092,0.184,12.952,1
-0.997,-0.314,12.186,1
-1.054,-0.525,11.075,1
-1.322,-0.793,9.121,1
-1.131,-1.004,8.01,1
-1.207,-1.176,6.785,0
-1.341,-1.234,6.325,0
-1.648,-1.253,6.344,0
-1.705,-1.195,6.823,1
-1.571,-0.927,8.049,1
-1.629,-0.716,9.083,1
-1.533,-0.506,10.29,1
-1.437,-0.257,11.152,0
-1.361,-0.199,11.458,0
-1.399,-0.142,11.458,0
-1.418,-0.18,11.19,1
-1.073,-0.276,10.328,0
-1.016,-0.276,10.002,1
-1.15,-0.314,8.604,0
-1.131,-0.448,8.336,0
-1.131,-0.487,8.259,0
-1.131,-0.41,8.451,0
-1.112,-0.314,8.853,1
-1.246,-0.41,9.715,0
-1.207,-0.391,10.443,1
-1.38,-0.353,11.42,0
-1.495,-0.467,11.86,0
-1.475,-0.563,12.492,0
-1.399,-0.64,12.703,0
-1.284,-0.582,12.703,0
-1.303,-0.659,12.588,0
-1.456,-0.774,12.339,0
-1.495,-0.793,12.339,0
-1.437,-0.602,12.416,0
-1.322,-0.487,12.799,0
-1.226,-0.429,12.952,0
-1.303,-0.238,12.722,0
-1.188,-0.218,12.033,1
-1.303,-0.046,10.577,1
-1.322,0.184,9.792,1
-1.112,0.107,9.045,0
-0.977,0.107,8.796,1
-1.092,0.414,8.068,0
-1.169,0.509,7.627,0
-0.997,0.375,7.244,0
-1.016,0.318,6.995,0
-1.054,0.452,6.919,0
-1.322,0.394,7.225,0
-1.38,0.184,7.819,1
-1.399,0.031,9.045,0
-1.188,0.069,9.677,0
-1.169,0.031,9.887,0
-1.15,-0.199,10.022,0
-1.265,-0.487,9.792,0
-1.341,-0.64,9.638,0
-1.361,-1.023,9.275,0
-1.437,-1.349,9.198,0
-1.418,-1.521,9.275,0
-1.437,-1.712,9.351,0
-1.265,-1.866,9.811,0
-1.035,-2.096,10.29,0
-0.882,-2.268,10.558,0
-0.824,-2.479,10.749,0
-0.786,-2.536,10.96,0
-0.537,-2.536,10.979,0
-0.556,-2.402,10.922,0
-0.748,-2.191,10.826,0
-0.767,-1.923,10.979,0
-0.786,-1.751,10.998,0
-1.035,-1.31,11.152,0
-1.092,-1.138,11.247,0
-1.092,-0.946,11.209,0
-1.131,-0.678,10.922,1
-1.226,-0.276,10.29,0
-1.169,-0.046,10.041,0
-1.035,0.375,9.773,0
-1.016,0.739,9.734,0
-0.997,1.18,10.022,0
-1.169,1.429,10.52,1
-1.15,1.697,11.611,0
-0.939,1.812,12.109,0
-0.901,1.659,11.918,1
-0.939,1.256,10.826,1
-0.728,0.95,9.562,1
-0.575,0.567,7.742,1
-0.556,0.414,6.861,1
-0.69,-0.084,5.693,0
-0.728,-0.41,5.157,0
-0.767,-0.774,4.601,0
-0.728,-1.004,4.563,0
-0.671,-1.387,4.716,0
-0.69,-1.693,4.908,0
-0.69,-1.866,5.099,0
-0.652,-1.923,5.731,0
-0.805,-1.904,6.076,1
-1.226,-1.636,6.804,1
-1.15,-1.502,7.608,1
-1.437,-1.042,9.945,1
-1.533,-0.889,12.952,1
-2.261,-1.214,19.866,1
-2.893,-1.617,23.601,1
-2.337,-1.54,25.804,1
-1.571,-1.406,23.487,1
-0.977,-2.287,20.441,1
-0.939,-3.321,15.231,1
-1.112,-3.475,11.669,1
-1.265,-3.379,7.11,1
-1.399,-3.053,4.429,1
-1.399,-2.191,1.9,1
-1.016,-1.521,1.709,1
0.038,-0.602,3.509,1
0.497,-0.027,6.152,1
0.746,0.318,9.217,1
0.536,0.816,11.171,1
0.172,1.256,11.611,0
-0.307,1.314,11.228,0
-0.154,1.161,10.692,1
-0.652,1.39,10.385,0
-0.997,1.544,10.788,1
-1.035,1.505,11.937,0
-0.997,1.352,12.646,1
-1.38,1.007,13.029,1
-1.437,0.337,12.416,1
-1.38,-0.123,11.669,1
-1.399,-0.64,9.868,1
-1.361,-0.965,8.681,1
-1.533,-1.502,7.034,1
-1.514,-1.866,6.21,1
-2.031,-2.172,5.214,1
-1.667,-2.479,5.635,1
-2.088,-2.364,6.67,1
-1.916,-2.402,8.202,1
-2.203,-2.345,10.385,1
-1.897,-1.885,12.32,1
-1.59,-1.636,13.048,0
-1.246,-1.349,12.971,1
-1.303,-1.253,12.109,1
-1.303,-1.138,10.328,1
-1.073,-1.042,9.409,1
-0.882,-0.678,8.738,0
-0.767,-0.429,8.777,1
-0.575,-0.104,9.351,0
-0.441,0.05,9.734,0
-0.384,0.241,9.83,0
-0.135,0.203,9.753,0
-0.001,0.145,9.255,0
0.268,0.165,8.566,0
0.191,0.184,8.144,0
0.268,0.069,7.685,0
0.172,-0.046,7.646,0
0.019,-0.18,8.144,0
0.133,-0.238,8.777,1
-0.039,-0.372,9.849,0
-0.096,-0.467,10.462,0
-0.001,-0.736,11.094,0
-0.039,-0.851,11.113,0
-0.096,-0.965,10.634,0
-0.154,-1.023,9.753,0
-0.154,-1.061,9.543,0
-0.269,-1.061,9.849,0
-0.23,-0.965,10.405,1
-0.116,-0.793,11.439,1
-0.135,-0.755,12.416,1
-0.23,-0.659,13.565,0
-0.25,-0.544,14.235,0
-0.288,-0.429,14.408,0
-0.326,-0.448,14.14,0
-0.499,-0.467,13.335,0
-0.594,-0.41,12.607,1
-0.748,-0.276,11.707,0
-0.69,-0.257,11.152,0
-0.824,-0.161,10.903,0
-0.882,0.011,10.73,0
-0.824,0.145,10.73,0
-0.709,0.356,10.769,0
-0.69,0.452,10.826,0
-0.805,0.509,10.826,0
-0.748,0.471,10.654,0
-0.633,0.49,10.175,0
-0.709,0.356,9.485,0
-0.767,0.203,8.987,0
-0.594,-0.065,8.451,0
-0.633,-0.104,8.298,0
-0.633,-0.333,7.608,0
-0.633,-0.659,6.957,0
-0.575,-0.927,6.363,0
-0.518,-1.138,6.21,0
-0.594,-1.272,5.999,0
-0.767,-1.387,6.133,1
-0.882,-1.598,6.88,1
-0.843,-1.559,8.221,1
-0.901,-1.636,9.102,1
-0.92,-1.77,9.983,0
-1.092,-1.808,10.5,0
-1.092,-1.923,10.979,0
-1.092,-1.961,11.132,0
-1.226,-2.057,11.056,0
-1.265,-2.153,10.922,0
-1.188,-2.287,10.864,0
-1.054,-2.345,10.845,0
-0.767,-2.345,10.998,0
-0.499,-2.306,11.171,0
-0.345,-2.287,11.324,0
-0.211,-2.268,11.592,0
-0.058,-2.191,11.707,0
0.306,-2,11.458,0
0.363,-1.847,11.228,0
0.402,-1.693,10.903,0
0.402,-1.502,10.634,0
0.21,-1.253,10.29,0
0.019,-1.1,10.156,0
-0.192,-0.812,10.251,0
-0.192,-0.506,10.462,0
-0.23,-0.372,10.577,0
-0.384,-0.218,10.5,0
-0.537,-0.065,10.309,0
-0.633,0.088,10.079,0
-0.709,0.241,10.002,0
-0.882,0.28,9.983,0
-1.035,0.203,10.156,0
-1.073,0.031,10.213,0
-1.054,0.011,10.098,0
-1.265,-0.123,9.887,0
-1.265,-0.257,9.83,0
-1.303,-0.544,9.964,0
-1.265,-0.774,10.06,0
-1.035,-1.08,10.041,0
-0.977,-1.291,9.907,0
-0.786,-1.463,9.6,1
-0.786,-1.789,8.853,0
-0.728,-1.904,8.374,0
-0.671,-2.096,7.857,0
-0.499,-2.153,7.838,0
-0.422,-2.096,8.068,0
-0.326,-2.038,8.528,1
-0.096,-1.885,9.37,1
-0.02,-1.751,10.309,0
-0.02,-1.655,10.73,0
0.076,-1.578,11.152,0
0.057,-1.598,11.228,0
0.038,-1.559,10.749,0
0.019,-1.617,10.175,0
-0.058,-1.54,9.428,0
-0.116,-1.483,9.275,0
-0.058,-1.368,9.677,0
-0.039,-1.214,10.309,1
0.038,-1.061,11.401,1
-0.077,-1.08,12.301,0
-0.077,-1.1,12.703,0
0.114,-0.889,12.856,0
-0.058,-0.793,12.473,0
-0.096,-0.908,11.764,0
-0.116,-0.889,11.477,0
-0.02,-0.736,10.96,0
-0.077,-0.621,10.481,0
-0.02,-0.659,9.696,0
-0.02,-0.602,9.351,0
-0.001,-0.276,8.911,0
0.076,-0.161,8.719,0
0.076,-0.027,8.642,0
0.019,0.011,8.604,0
0.057,0.031,8.374,0
-0.001,0.05,8.01,0
-0.02,-0.046,7.742,0
-0.116,-0.238,7.378,0
-0.25,-0.353,7.359,0
-0.46,-0.41,7.627,1
-0.518,-0.525,8.7,0
-0.537,-0.64,9.504,1
-0.671,-0.736,10.769,0
-0.728,-0.851,11.554,1
-0.69,-1.1,12.722,1
-0.786,-1.387,13.393,0
-0.901,-1.674,13.91,0
-0.824,-1.961,13.852,1
-0.652,-2.325,13.201,0
-0.614,-2.44,12.492,1
-0.671,-2.517,11.343,0
-0.709,-2.44,10.979,0
-0.422,-2.268,10.654,0
-0.288,-1.827,10.558,0
-0.25,-1.54,10.673,0
-0.135,-1.119,10.692,0
-0.058,-0.889,10.424,1
0.019,-0.602,9.581,0
0.095,-0.487,8.93,1
0.268,-0.295,8.144,0
0.363,-0.104,7.436,0
0.382,0.011,7.072,0
0.44,0.107,6.938,0
0.459,0.203,6.995,0
0.478,0.356,7.512,0
0.421,0.452,8.068,1
0.325,0.433,9.236,0
0.248,0.337,10.041,1
0.153,0.126,10.845,0
0.057,-0.027,11.209,0
-0.039,-0.295,11.42,0
-0.096,-0.563,11.381,1
-0.269,-0.985,10.769,0
-0.384,-1.31,10.424,0
-0.556,-1.636,10.213,0
-0.575,-1.904,10.52,0
-0.614,-2.038,10.96,1
-0.594,-2.325,11.707,0
-0.575,-2.383,12.32,0
-0.365,-2.383,13.009,0
-0.384,-2.306,13.009,0
-0.748,-2.268,12.55,0
-0.901,-2.306,11.994,1
-0.652,-2.21,10.864,1
-0.575,-1.942,9.849,1
-0.69,-1.636,8.604,1
-0.594,-1.54,7.666,0
-0.575,-1.387,7.359,0
-0.614,-0.985,7.11,0
-0.748,-0.678,7.148,1
-0.843,-0.314,8.087,1
-0.728,-0.084,9.198,1
-0.46,0.203,10.634,0
-0.441,0.299,11.209,0
-0.518,0.414,11.784,0
-0.518,0.337,11.803,0
-0.518,0.165,11.132,1
-0.46,-0.123,10.347,1
-0.499,-0.353,9.236,0
-0.499,-0.41,8.891,0
-0.499,-0.487,9.026,1
-0.652,-0.582,9.868,1
-0.556,-0.697,10.673,1
-0.843,-0.563,12.32,1
-0.441,-0.793,13.699,1
-0.154,-1.042,14.925,0
-0.001,-1.291,14.829,1
0.095,-1.598,13.239,1
0.172,-1.923,10.366,1
0.114,-1.981,8.891,1
-0.116,-2.038,6.785,0
-0.077,-2.019,5.942,1
0.287,-1.866,5.348,0
0.497,-1.77,5.597,1
0.593,-1.463,6.919,1
0.555,-1.272,8.24,1
0.746,-0.985,10.251,1
0.689,-0.774,11.209,1
0.517,-0.659,12.454,0
0.306,-0.525,12.799,0
0.191,-0.448,12.722,0
0.172,-0.506,12.454,0
-0.058,-0.544,11.822,0
-0.23,-0.678,11.267,0
-0.25,-0.755,10.96,0
-0.345,-0.851,10.462,0
-0.46,-0.908,10.098,0
-0.479,-0.985,9.466,0
-0.518,-0.985,9.217,0
-0.384,-0.985,9.179,0
-0.25,-0.985,9.313,0
-0.192,-1.08,9.332,0
-0.23,-1.234,9.102,0
-0.288,-1.291,8.968,0
-0.384,-1.368,8.547,0
-0.499,-1.368,8.24,0
-0.671,-1.463,8.106,0
-0.709,-1.387,8.604,1
-0.652,-1.272,9.658,1
-0.843,-1.119,11.056,1
-0.805,-1.234,11.937,0
-1.035,-1.272,12.588,0
-1.265,-1.138,13.124,0
-1.533,-1.157,13.182,0
-1.514,-1.272,13.048,0
-1.475,-1.31,12.282,0
-1.437,-1.234,11.592,0
-1.38,-1.214,10.749,0
-1.361,-1.253,10.232,0
-1.361,-1.253,9.773,0
-1.38,-1.176,9.524,0
-1.418,-1.1,9.026,0
-1.456,-0.965,8.796,0
-1.207,-0.889,8.623,0
-1.131,-0.736,8.566,0
-0.997,-0.774,8.508,0
-0.977,-0.793,8.432,0
-0.882,-0.87,8.374,0
-1.016,-0.889,8.298,0
-1.092,-0.889,8.259,0
-1.284,-0.851,8.623,0
-1.265,-0.755,9.217,1
-1.207,-0.506,10.405,0
-1.073,-0.563,11.094,1
-1.303,-0.525,12.243,0
-1.207,-0.582,13.067,0
-1.284,-0.697,13.431,0
-1.322,-0.87,13.393,0
-1.246,-1.023,12.818,1
-1.226,-1.272,11.113,1
-0.977,-1.425,9.983,1
-0.939,-1.329,8.566,0
-0.863,-1.329,7.704,0
-0.824,-1.234,6.861,0
-0.92,-1.138,6.516,0
-1.016,-0.908,6.574,1
-1.092,-0.544,7.206,1
-1.016,-0.276,7.895,1
-0.958,0.069,9.198,0
-0.843,0.222,9.849,1
-0.977,0.509,10.673,0
-1.035,0.663,11.381,1
-1.054,0.72,12.339,1
-1.169,0.682,13.278,0
-1.131,0.471,13.584,0
-1.131,0.241,13.527,1
-1.016,-0.027,12.665,1
-1.073,-0.372,11.152,1
-1.035,-0.582,10.136,1
-1.188,-0.64,9.083,0
-1.188,-0.736,8.604,0
-1.054,-0.793,8.374,0
-0.939,-0.774,8.24,0
-0.843,-0.602,8.24,0
-0.728,-0.506,8.183,0
-0.69,-0.448,8.24,0
-0.614,-0.41,8.183,0
-0.709,-0.353,8.279,0
-0.575,-0.295,8.221,0
-0.575,-0.314,8.336,0
-0.46,-0.257,8.528,0
-0.46,-0.199,8.738,0
-0.499,-0.142,8.949,0
-0.594,-0.123,9.294,1
-0.671,-0.18,10.213,0
-0.709,-0.238,10.73,0
-0.882,-0.238,11.132,0
-1.035,-0.295,11.362,0
-1.169,-0.487,11.592,0
-1.322,-0.448,11.573,0
-1.475,-0.467,11.573,0
-1.878,-0.563,11.899,0
-2.031,-0.621,12.205,0
-2.261,-0.506,12.703,0
-2.261,-0.429,13.009,0
-2.184,-0.487,13.335,0
-1.973,-0.506,13.22,1
-1.475,-0.525,12.186,1
-1.131,-0.582,10.96,1
-1.131,-0.678,8.93,1
-1.188,-0.487,7.263,1
-1.284,-0.448,6.21,1
-1.246,-0.18,5.463,0
-1.265,0.126,5.559,1
-1.322,0.471,6.401,1
-1.303,0.854,8.853,1
-1.246,0.873,11.018,1
-0.997,1.027,12.511,1
-1.15,1.141,13.699,0
-1.437,0.892,13.929,1
-1.648,0.299,13.316,1
-1.629,-0.238,11.63,1
-1.782,-0.467,10.615,1
-1.82,-0.793,9.543,0
-1.782,-1.119,8.911,1
-1.705,-1.406,8.202,0
-1.629,-1.483,7.781,0
-1.705,-1.751,7.512,0
-1.993,-1.77,7.532,0
-1.744,-1.904,8.049,0
-1.763,-1.789,8.355,0
-1.571,-1.617,8.757,0
-1.475,-1.387,9.14,0
-1.303,-1.291,9.409,0
-1.207,-1.119,9.887,0
-1.169,-0.946,10.213,0
-1.188,-0.812,10.788,0
-1.092,-0.736,11.018,0
-0.939,-0.678,11.228,0
