X,Y,Z,Label 0 or 1
-4.01,5.64,8.72,0
-3.89,6.29,9.43,1
-3.78,4.19,7.67,0
-3.67,3.71,6.83,1
-3.48,4.87,8.54,1
-3.21,3.59,6.22,1
-3.03,0.81,12.23,1
-2.87,-0.33,10.3,0
-2.84,0.07,12.43,1
-2.82,3.78,5.9,1
-2.76,1.72,8.43,1
-2.73,-0.37,10.82,1
-2.71,5.84,8.4,0
-2.7,6.74,9.83,1
-2.67,-0.37,13.24,1
-2.67,-1.88,11.07,1
-2.6,-4.48,11.55,0
-2.6,-4.48,11.55,1
-2.59,-1.09,13.07,1
-2.58,5.79,9.12,1
-2.58,5.96,6.03,0
-2.58,5.5,4.59,1
-2.58,-1.17,11.2,1
-2.54,5.64,5.47,1
-2.54,-0.43,11.99,1
-2.52,5.81,7.11,1
-2.49,-0.81,11.21,1
-2.49,2.61,10.82,1
-2.48,-6.35,13.27,1
-2.39,4.9,4.74,1
-2.37,-0.05,11.63,1
-2.36,6,8.45,1
-2.33,-1.69,14.65,1
-2.32,0.92,11.23,0
-2.31,-0.11,9.85,1
-2.31,4.23,5.82,0
-2.31,5.24,7.73,0
-2.29,5.17,7.01,1
-2.24,-2.99,10.07,1
-2.23,0.45,12.74,0
-2.23,-0.58,10.86,0
-2.21,1.63,11.56,0
-2.2,1.34,9.5,1
-2.18,5.66,7.78,1
-2.18,7.02,4.9,1
-2.17,4.48,6.47,1
-2.16,6.15,4.39,1
-2.16,0.11,12.81,1
-2.16,5.7,6.35,1
-2.14,-2.2,8.34,1
-2.13,0.88,10.92,1
-2.12,-1.62,11.6,1
-2.11,2.11,15.79,1
-2.09,-0.92,10.18,0
-2.08,0.25,10.95,0
-2.07,1.32,11.4,1
-2.07,-2.95,10.02,1
-2.07,2.11,11.25,0
-2.07,2.11,11.25,0
-2.07,2.11,11.25,0
-2.07,2.11,11.25,1
-2.07,5.39,8.23,0
-2.06,5.18,6.63,1
-2.06,-0.12,8.05,1
-2.06,5.08,6.46,1
-2.04,2.22,9.21,1
-2.04,4.74,5.34,1
-2.03,-1.47,10.4,0
-2.03,-2.03,9.52,1
-2.03,4.97,5.69,1
-2.01,-3.72,9.86,1
-2,6.68,10.78,1
-1.99,0.11,12.26,0
-1.99,0.11,12.26,0
-1.99,0.11,12.26,0
-1.99,0.11,12.26,0
-1.98,1.77,11.82,1
-1.96,-2.4,12.06,1
-1.96,5.25,5.33,0
-1.96,6.66,4.71,1
-1.95,0.78,11.76,1
-1.95,-0.19,9.64,0
-1.95,-0.52,9.28,1
-1.94,1.08,10.94,1
-1.94,-1.9,11.28,1
-1.94,-0.3,13.3,1
-1.93,2.7,8,1
-1.91,1.29,9.68,0
-1.9,1.98,8.23,0
-1.9,0.2,8.43,1
-1.89,4.93,6.23,1
-1.89,-6.28,12.71,1
-1.88,-1.28,12.07,1
-1.88,5.59,7.3,0
-1.87,4.39,6.74,1
-1.84,-2.13,11.19,1
-1.83,2.48,10.02,1
-1.83,4.7,5.97,1
-1.82,-1.07,11.91,0
-1.82,0.26,10.29,1
-1.81,-1.67,11.71,1
-1.8,6.1,6.73,1
-1.8,-0.9,11.64,0
-1.8,-0.94,12.95,0
-1.8,-0.94,12.95,0
-1.8,-0.94,12.95,1
-1.79,0.6,11.43,0
-1.79,0.6,11.43,0
-1.79,0.6,11.43,0
-1.79,0.6,11.43,1
-1.79,-1.26,9.14,0
-1.79,-1.66,10.86,1
-1.79,6.57,11.21,1
-1.79,4.77,8.29,1
-1.78,-3.07,14.74,1
-1.78,0.03,10.43,1
-1.78,5.63,7.05,0
-1.77,5.43,6.47,0
-1.76,5.74,6.54,0
-1.76,3.97,7.24,1
-1.75,-3.79,12.84,1
-1.75,-0.05,10.6,0
-1.74,-0.1,10.38,1
-1.74,-1.79,12.68,0
-1.74,-0.59,12.79,1
-1.74,-4.23,12.41,1
-1.74,2.5,11.58,1
-1.73,-0.67,9.7,1
-1.73,4.17,11.83,1
-1.73,0.28,11.54,0
-1.71,-0.39,12.14,1
-1.71,3.73,9.92,1
-1.7,4.58,6.36,1
-1.7,1.69,10.1,1
-1.7,-1.97,9.82,1
-1.69,-4.96,10.8,1
-1.68,0.55,11.3,1
-1.68,-1.89,6.64,1
-1.68,4.69,5.18,1
-1.67,4.02,8.03,1
-1.67,0.91,11.72,1
-1.66,-1.64,9.59,1
-1.66,-3.81,11.44,0
-1.66,-1.98,12.46,0
-1.65,-0.65,10.99,1
-1.64,-5.27,10.74,1
-1.63,-2.11,7.64,1
-1.62,-0.31,9.59,0
-1.62,-0.01,9.72,0
-1.62,-1.52,10.89,0
-1.62,-0.22,10.54,0
-1.61,0.07,11.1,1
-1.61,4.86,6.29,1
-1.61,-0.7,9.26,1
-1.61,2.28,10.74,1
-1.61,0.61,7.87,1
-1.6,3.37,12.48,1
-1.6,-0.99,10.86,1
-1.6,-4.43,12.93,1
-1.6,6.4,10.08,1
-1.59,-2.21,13.88,0
-1.59,-2.21,13.88,0
-1.59,-2.21,13.88,0
-1.59,-2.21,13.88,1
-1.59,0.9,9.07,1
-1.59,-1.57,11.68,1
-1.59,3.45,9.24,1
-1.59,0.61,11.73,1
-1.58,6.77,7.25,0
-1.58,5.65,7.78,0
-1.57,6.03,5.87,0
-1.57,5.38,6.12,0
-1.57,4.17,7.81,1
-1.56,0.03,9.42,1
-1.56,4.41,10.51,0
-1.56,2.28,11.35,0
-1.56,0.78,10.41,0
-1.56,1,9.57,1
-1.56,-1.42,7.69,1
-1.55,1.76,11.04,0
-1.55,-0.76,10.98,0
-1.55,-1.78,10.39,1
-1.55,6.47,9.46,1
-1.55,-0.66,11.31,1
-1.54,-2.45,9.74,1
-1.54,2.69,12.04,1
-1.53,-3.94,10.5,0
-1.53,-1.86,9.73,0
-1.53,-1.14,10.53,1
-1.53,4.19,12.55,1
-1.52,-3.11,12.57,1
-1.51,0.44,11.25,0
-1.51,1.07,11.27,1
-1.51,-1.37,10.43,0
-1.51,-0.1,11.32,1
-1.5,1.65,13.94,1
-1.5,6.22,6.69,0
-1.5,7.08,5.3,1
-1.5,-0.68,7.37,1
-1.49,4.69,10.71,1
-1.48,-4.38,10.63,0
-1.48,-1.9,11.13,1
-1.47,2.64,8.09,1
-1.47,0.69,11.31,1
-1.47,4.19,4.9,1
-1.46,-1.96,6.96,1
-1.46,-2.63,9.32,0
-1.45,-1.65,8.97,1
-1.45,-3.43,13.26,1
-1.44,-1.54,10.75,1
-1.44,5.69,6.1,1
-1.44,-3,10.62,0
-1.44,-0.71,10.81,1
-1.44,5.76,5.31,1
-1.43,-1.87,11.84,1
-1.43,1.23,12.23,1
-1.41,-2.88,9.66,1
-1.41,6.79,5.72,1
-1.4,-0.4,9.74,0
-1.4,-0.35,11.53,1
-1.39,-3.14,10.71,1
-1.38,6.33,4.73,0
-1.38,6.2,4.56,1
-1.37,0.41,10.93,1
-1.37,-4.16,7.83,0
-1.37,-4.16,7.83,1
-1.37,3.34,9.43,0
-1.37,3.12,8.82,1
-1.37,6.1,6.32,1
-1.36,-2.04,11.73,0
-1.36,-2.81,9.6,0
-1.36,-2.35,9.29,1
-1.36,-0.34,11.2,0
-1.36,-1.92,12.54,1
-1.36,3.89,4.81,1
-1.35,1.59,7.74,1
-1.35,-3.72,10.22,1
-1.35,1.54,11.61,0
-1.35,0.21,11.19,0
-1.35,0.21,11.19,0
-1.35,0.21,11.19,0
-1.35,0.21,11.19,0
-1.34,1.16,9.51,0
-1.34,3.37,8.74,1
-1.34,-3.86,13.13,1
-1.33,-1.23,12.09,0
-1.33,-2.81,12.99,1
-1.33,0.16,11.61,0
-1.33,0.16,11.61,0
-1.33,0.16,11.61,0
-1.33,0.16,11.61,0
-1.32,-2.2,11.63,1
-1.32,0.96,7.95,1
-1.32,-0.65,10.99,0
-1.32,0.59,9.95,1
-1.32,3.8,8.98,0
-1.32,4.58,10.87,1
-1.31,4.63,5.22,1
-1.31,-3.41,15.39,1
-1.31,1.66,10.58,1
-1.3,-1.09,9.16,0
-1.29,0.19,10.01,1
-1.29,-4.9,11.3,1
-1.29,-1.88,12.01,1
-1.29,1.4,10.97,0
-1.28,3.88,11.36,1
-1.27,1.36,10.71,0
-1.27,-0.12,10.28,0
-1.27,0.21,12.85,1
-1.26,4.2,9.84,1
-1.26,-3.8,10.25,0
-1.25,-1.94,9.77,1
-1.25,4.82,6.18,1
-1.24,0.31,10.97,0
-1.24,0.31,10.97,0
-1.24,0.31,10.97,0
-1.24,0.66,10.56,0
-1.24,0.51,9.42,1
-1.24,6.94,4.41,1
-1.23,-1.16,11.02,1
-1.23,-3.13,12.92,1
-1.23,4.46,7.06,0
-1.23,5.76,6.73,1
-1.23,-0.21,11.16,0
-1.22,-0.45,8.94,0
-1.22,0.43,10.72,0
-1.22,0.24,8.25,0
-1.21,-1.23,9.06,1
-1.21,4.4,4.87,1
-1.21,-0.62,10.69,1
-1.21,-1.26,15.39,1
-1.2,-4.72,8.4,1
-1.2,2.71,12.68,0
-1.2,2.71,12.68,0
-1.2,2.71,12.68,0
-1.2,2.71,12.68,1
-1.2,-1.61,10.86,1
-1.2,5.95,5.08,1
-1.2,-0.27,8.65,1
-1.2,-2.22,12.72,0
-1.2,-0.96,11.1,1
-1.2,-4.06,10.9,0
-1.2,-4.06,10.9,0
-1.2,-4.06,10.9,1
-1.2,6.48,11.48,1
-1.19,1.13,7.62,1
-1.19,0.57,11.61,1
-1.19,-2.04,10.12,1
-1.19,-0.72,13,0
-1.19,-3.09,13.03,0
-1.18,-0.88,13.09,1
-1.18,3.14,6.28,1
-1.18,-3.53,13.45,0
-1.18,-4.77,13.01,1
-1.18,1.24,9.5,0
-1.18,-0.23,10.94,0
-1.17,-0.58,8.41,1
-1.17,1.71,7.08,1
-1.17,-4.61,11.24,1
-1.17,1.17,11.61,0
-1.17,1,9.83,1
-1.16,-0.95,8.52,1
-1.16,-3.2,9.57,1
-1.16,-1.05,8.55,0
-1.16,-0.3,10.65,1
-1.16,-4.1,9.89,0
-1.15,-1.89,10.02,1
-1.15,4.9,9.58,0
-1.15,3.38,10.3,1
-1.15,-2.25,10.48,0
-1.15,-2.12,9.23,0
-1.15,-2.12,9.23,0
-1.15,-2.12,9.23,0
-1.15,-2.12,9.23,1
-1.15,1.71,9.82,1
-1.14,-3.77,9.86,1
-1.14,5.66,5.69,1
-1.14,1.49,12.66,1
-1.14,-2.05,9.16,0
-1.14,-0.71,9.48,1
-1.14,-4.78,10.54,1
-1.13,0.22,12.22,0
-1.13,-0.42,11.07,0
-1.13,-0.58,9.49,1
-1.13,-4.02,13.47,1
-1.13,-1.82,11.05,1
-1.13,2.3,9.8,1
-1.13,0.18,11.81,1
-1.13,1.11,7.93,0
-1.11,-0.42,7.95,1
-1.11,6.59,4.35,1
-1.11,5.82,8.17,1
-1.1,-0.7,11.64,0
-1.1,-0.15,11.58,0
-1.1,-1.84,11.99,0
-1.09,-2.81,14.01,1
-1.09,-0.75,8.35,0
-1.09,-1.14,8.66,0
-1.09,-1.14,8.66,0
-1.09,-1.14,8.66,0
-1.09,-1.14,8.66,1
-1.08,4.55,6.4,0
-1.08,3.45,5.23,1
-1.08,0.72,11.06,0
-1.08,-1.52,10.82,0
-1.07,-1.66,11.16,0
-1.06,-0.23,10.36,0
-1.06,1.18,9.48,1
-1.06,-1.73,10.27,0
-1.05,-0.6,11.41,1
-1.05,0.45,9.29,1
-1.05,-1.45,11.48,1
-1.05,6.16,5.79,1
-1.05,-3.3,10.52,1
-1.04,1.33,10.95,1
-1.04,-1.59,9.78,1
-1.04,-3.74,11.4,1
-1.04,0.62,7.33,0
-1.04,2.3,7.77,1
-1.03,0.54,12.14,1
-1.03,6.04,6.87,1
-1.03,-1.57,11.55,1
-1.03,-3.75,9.05,1
-1.03,0.36,11.09,1
-1.03,3.24,8.51,1
-1.03,-1.41,11.81,1
-1.03,-0.78,9.05,0
-1.03,-0.78,9.05,0
-1.03,-0.78,9.05,1
-1.03,7.11,10.48,1
-1.02,4.72,5.99,1
-1.02,0.3,11.8,1
-1.02,4.68,10.43,1
-1.02,-0.5,12.18,1
-1.02,-3.24,11.21,1
-1.02,1.87,7.36,1
-1.01,-1.97,9.86,0
-1.01,-1.98,11.81,1
-1.01,-0.94,15.17,1
-1,1.42,10.08,0
-1,1.42,10.08,0
-1,1.42,10.08,0
-1,1.42,10.08,0
-1,1.42,10.08,1
-1,-4.36,7.72,1
-1,6.36,6.29,1
-1,1.8,9.7,1
-1,4.3,5.48,1
-1,0.94,10.66,0
-1,-1.22,10.16,1
-0.99,0.82,8.84,1
-0.99,-0.58,11.18,0
-0.99,0.78,10.19,1
-0.99,-0.87,11.86,1
-0.99,5.69,5.99,1
-0.99,-1.04,8.68,1
-0.99,1.26,10.28,1
-0.99,-0.8,7.68,0
-0.98,0.47,8.79,1
-0.98,-1.53,9.79,1
-0.98,0.55,11.38,0
-0.98,-0.47,12.49,0
-0.97,-0.52,11.95,1
-0.97,-1.71,10.11,1
-0.97,-3.94,8.7,0
-0.97,-2.73,10.47,1
-0.96,-5.51,12.59,1
-0.96,-0.43,7.67,1
-0.96,1.81,10.83,1
-0.96,6.02,10.73,1
-0.96,3.9,6.74,1
-0.96,4.68,11.09,1
-0.96,4.6,5.45,1
-0.96,6.14,7,1
-0.95,-3.78,11.9,1
-0.95,-0.4,9.78,0
-0.95,-0.4,9.78,0
-0.95,-0.4,9.78,0
-0.95,-0.4,9.78,1
-0.95,4.87,5.27,0
-0.95,6.83,4.94,1
-0.94,-0.18,10.75,0
-0.94,1.11,9.95,1
-0.94,-3.15,13.09,1
-0.94,-5.98,14.42,1
-0.94,6.5,7.46,1
-0.94,-5.01,9.98,1
-0.94,2.68,12.94,1
-0.94,-3.06,8.49,1
-0.94,0,10.83,1
-0.94,-2.83,13.79,0
-0.94,-2.83,13.79,0
-0.93,-1.36,13.34,0
-0.93,-1.33,10.74,1
-0.93,-3.85,11.97,1
-0.93,4.1,8.86,1
-0.93,4.06,5.21,1
-0.93,0,10.16,1
-0.93,-2.37,8.51,0
-0.93,-0.94,8.35,0
-0.93,-0.94,8.35,0
-0.93,-0.85,11.18,0
-0.93,-1.65,10.47,0
-0.92,0.02,11.45,0
-0.92,-0.48,11.73,1
-0.92,-2.62,12.85,1
-0.92,4.3,9.52,0
-0.92,4.99,10.33,1
-0.92,2.08,7.99,1
-0.92,-1.03,12.52,1
-0.92,5.2,5.47,1
-0.92,-0.35,10.27,0
-0.92,-2.28,10.38,0
-0.92,-2.01,10.17,1
-0.92,5.05,8.53,1
-0.91,-1.99,9.8,0
-0.91,-2.02,9.28,0
-0.91,0.3,9.04,0
-0.91,0.46,9.72,1
-0.91,0.36,12.9,1
-0.91,-0.43,9.89,0
-0.91,0.37,11.39,0
-0.91,0.1,11.58,0
-0.91,1.47,11.33,0
-0.91,1.47,11.33,0
-0.91,1.47,11.33,0
-0.91,1.47,11.33,1
-0.91,4.58,6.16,1
-0.9,-0.93,10.26,0
-0.9,0.82,10.23,1
-0.9,5.45,5.07,0
-0.9,5.13,5.26,1
-0.9,3.12,7.97,1
-0.9,-3.05,12.03,1
-0.9,-1.3,10.16,0
-0.9,-1.3,10.16,1
-0.9,3.52,8.05,1
-0.9,3.57,12.43,0
-0.9,3.8,10.55,1
-0.89,-1.57,8.95,1
-0.89,4.79,5.18,1
-0.89,-0.86,8.66,1
-0.89,0.99,10,1
-0.89,-0.93,12.57,1
-0.89,2.49,10.87,1
-0.88,5.88,8.26,1
-0.88,4.62,11.2,1
-0.88,2.69,7.61,1
-0.88,4.59,10.77,1
-0.88,-3.78,9.63,1
-0.88,1.07,9.9,1
-0.88,-2.21,10.37,0
-0.88,0.49,10.3,1
-0.88,-1.68,8.53,1
-0.88,5.62,4.67,1
-0.87,-1.68,10.33,1
-0.87,0.2,12.13,1
-0.87,4.4,12.27,1
-0.87,-1.11,10.58,0
-0.87,-1.11,10.58,0
-0.87,-1.11,10.58,0
-0.87,-1.11,10.58,0
-0.87,-1.11,10.58,1
-0.87,3.56,7.19,0
-0.87,4.7,5.77,1
-0.86,-2.81,11.76,0
-0.86,-2.35,11,1
-0.86,-3.43,8.72,1
-0.86,6.72,9.42,1
-0.86,-2.02,12.76,1
-0.85,0.86,9.31,1
-0.85,-0.11,11.54,0
-0.85,-1.21,10.17,0
-0.85,-1.21,10.17,0
-0.85,-1.21,10.17,0
-0.85,-1.21,10.17,0
-0.85,-1.37,9.17,0
-0.85,0.33,9.07,1
-0.85,-1.14,10.65,0
-0.85,0.94,11.18,0
-0.85,0.94,11.18,0
-0.84,-1.23,10.49,0
-0.84,-2.77,9.2,1
-0.84,0.84,9.62,0
-0.84,-1.08,9.33,0
-0.84,-1.77,11.09,1
-0.84,4.04,5.8,1
-0.83,-1.4,9.2,1
-0.83,-3.58,11.3,1
-0.83,0.71,10.53,1
-0.83,-0.2,7.91,1
-0.83,-1.35,11.71,1
-0.83,2.17,9.44,0
-0.83,3.25,8.37,1
-0.83,5.15,5.7,1
-0.83,0.63,11.33,0
-0.83,1.87,10.28,0
-0.82,4.6,10.47,1
-0.81,0.45,8.23,0
-0.81,0.45,8.23,0
-0.81,0.45,8.23,0
-0.81,0.45,8.23,0
-0.81,-1.64,7.97,0
-0.81,-1.64,7.97,0
-0.81,-1.64,7.97,1
-0.81,-2.32,10.6,0
-0.81,-2.32,10.6,0
-0.81,-2.32,10.6,0
-0.81,-2.32,10.6,1
-0.81,-0.74,9,0
-0.81,-1.09,9.4,0
-0.81,-1.99,9.37,1
-0.81,0.48,13.21,0
-0.81,-0.36,12.09,0
-0.81,-2.01,10.82,0
-0.81,-2.01,10.82,0
-0.81,-2.01,10.82,0
-0.81,-2.01,10.82,1
-0.8,-4.03,12.13,1
-0.8,6.13,8.95,0
-0.8,6.13,8.95,0
-0.8,6.13,8.95,0
-0.8,6.13,8.95,0
-0.8,5.98,9.5,1
-0.79,-1.97,10.32,1
-0.79,1.38,10.89,1
-0.79,-0.98,11.95,1
-0.79,2.56,10.25,1
-0.79,-1.94,11.48,1
-0.79,-0.84,9.1,0
-0.79,0.83,8.86,0
-0.79,-0.24,9.31,0
-0.79,-0.4,9.52,0
-0.79,0.44,10.83,0
-0.79,0.44,10.83,0
-0.79,0.44,10.83,0
-0.79,0.44,10.83,1
-0.78,-1.2,8.65,0
-0.78,1.27,8.42,0
-0.78,0.44,7.99,0
-0.77,1.43,9.89,1
-0.77,5.92,6.86,1
-0.77,-1.07,11.2,0
-0.77,-1.07,11.2,0
-0.77,-1.07,11.2,0
-0.77,-1.07,11.2,0
-0.77,-2.15,9.36,0
-0.77,-0.8,10.27,1
-0.77,-2.72,9.15,1
-0.77,1.38,9.99,1
-0.77,-0.86,11.8,0
-0.77,-0.86,11.8,0
-0.77,-0.86,11.8,0
-0.77,-0.86,11.8,0
-0.76,-1.1,11.93,1
-0.76,1.75,9.96,1
-0.76,-5.23,11.43,1
-0.76,-3.26,7.94,1
-0.75,-1.1,12.17,0
-0.75,-0.85,10.94,0
-0.75,1.66,10.66,1
-0.75,-6.89,12.87,1
-0.75,-0.01,10.54,1
-0.75,6.23,9.01,1
-0.75,4.22,10.06,1
-0.75,-0.16,12.03,0
-0.75,1.73,11.95,1
-0.75,-0.25,8.5,1
-0.74,-1.3,11.94,1
-0.74,4.29,11.94,1
-0.74,-0.17,9.56,1
-0.74,3.78,9.02,1
-0.74,-1.07,11.02,1
-0.74,-0.13,8.36,0
-0.74,-1.41,7.39,1
-0.74,5.14,7.81,1
-0.74,-2.11,13.53,1
-0.74,4.3,6.03,1
-0.73,-2.8,8.44,0
-0.73,-2.8,8.44,0
-0.73,-2.8,8.44,0
-0.73,-2.8,8.44,1
-0.73,-1,12.17,0
-0.73,-1,12.17,0
-0.73,-1,12.17,0
-0.73,-1,12.17,1
-0.73,4.03,5.82,1
-0.73,2.66,11.33,1
-0.73,-0.6,10.01,0
-0.73,-0.6,10.01,0
-0.73,-0.6,10.01,1
-0.73,5.21,9.78,1
-0.73,-0.49,8.14,1
-0.73,-1.41,10.83,0
-0.72,-0.79,10.21,0
-0.72,-0.79,10.21,0
-0.72,-0.79,10.21,0
-0.72,-0.79,10.21,0
-0.72,-1.45,10.98,0
-0.72,-1.45,10.98,0
-0.72,-1.45,10.98,0
-0.72,-1.45,10.98,1
-0.72,1.13,13.75,1
-0.72,5.88,8.75,1
-0.72,-0.03,9.61,0
-0.72,-0.14,10.15,0
-0.72,-1.42,10.28,0
-0.72,0,9.53,0
-0.72,0.72,11.56,1
-0.72,-2.13,10.79,1
-0.72,4.65,10.53,1
-0.72,5.95,6.73,1
-0.71,-0.95,10.38,0
-0.71,-0.63,8.32,0
-0.71,-0.24,8.29,0
-0.71,-0.51,9.83,1
-0.71,3.1,10.66,1
-0.71,-0.24,10.03,1
-0.71,5.81,5.42,1
-0.71,7,9.9,1
-0.71,6.78,4.53,1
-0.71,-0.47,11.33,0
-0.71,-0.23,8.84,1
-0.71,0.45,11.63,1
-0.71,6.86,9.4,1
-0.71,4.55,7.49,1
-0.71,3.66,5.27,1
-0.71,-1.2,10.39,1
-0.71,-7.48,16.01,1
-0.71,0,11.75,1
-0.71,5.59,5.74,1
-0.7,-0.65,11.69,1
-0.7,2.86,8.93,1
-0.7,-1.58,12.15,0
-0.7,0.39,11.89,1
-0.7,0.81,9.13,1
-0.7,3.25,7.88,0
-0.7,4.84,6.53,1
-0.7,-2.36,10.32,1
-0.69,1.26,7.93,0
-0.69,-0.26,8.75,1
-0.69,-1.4,10.82,0
-0.69,-1.4,10.82,0
-0.69,-1.4,10.82,0
-0.69,-1.4,10.82,0
-0.69,-1.4,10.82,1
-0.69,4.73,5.56,0
-0.69,3.61,6.12,1
-0.69,6.26,11.31,1
-0.69,0.36,9.97,1
-0.69,5.49,8.53,1
-0.68,0.77,9.61,1
-0.68,-3.42,10.54,0
-0.68,-2.97,10.02,1
-0.68,0.04,12.14,0
-0.68,0.16,9.67,1
-0.68,3.22,8.24,1
-0.68,4.14,13.26,1
-0.68,6.12,7.47,1
-0.67,-3.65,10.82,1
-0.67,-0.42,10.63,0
-0.67,0.83,11.22,0
-0.67,-1.61,11.49,1
-0.67,-0.13,9.41,1
-0.67,-2.28,11.27,1
-0.67,-0.33,8.62,1
-0.66,-1.75,11.61,1
-0.66,-1.9,8.32,0
-0.66,0.17,9,1
-0.66,-0.95,11.9,0
-0.66,-0.95,11.9,0
-0.66,-0.95,11.9,0
-0.66,-0.95,11.9,0
-0.66,-1.7,10.46,0
-0.66,-1.7,10.46,0
-0.66,-1.7,10.46,0
-0.66,-1.7,10.46,1
-0.66,-0.19,8.72,1
-0.66,0.75,11.41,0
-0.66,0.15,12.28,1
-0.66,1.8,10.1,1
-0.66,-1.33,9.54,0
-0.66,-1.13,8.31,1
-0.66,5.29,5.53,0
-0.66,5.45,5.39,1
-0.65,-0.4,13.23,1
-0.65,-1.2,9.39,1
-0.65,1.46,9.9,1
-0.65,-2.28,9.51,1
-0.65,1.09,10.12,0
-0.65,-0.44,9.89,0
-0.65,-0.44,9.89,0
-0.65,-0.44,9.89,0
-0.65,-0.44,9.89,0
-0.65,-0.47,12.12,0
-0.65,-1.76,10.93,0
-0.65,-1.57,11.83,0
-0.65,-0.72,10.64,0
-0.65,-0.7,9.29,0
-0.65,-0.7,9.29,0
-0.65,-0.7,9.29,0
-0.65,-0.7,9.29,1
-0.65,4.62,6.33,0
-0.65,5.68,7.68,1
-0.64,-1.94,11.81,1
-0.64,6.05,9.98,1
-0.64,0.74,8.85,1
-0.64,-1.8,10.27,1
-0.64,0.51,11.5,0
-0.64,0.06,10.71,0
-0.64,0.06,10.71,0
-0.64,-0.77,10.19,0
-0.64,-0.77,10.19,0
-0.64,-0.77,10.19,0
-0.64,-0.77,10.19,0
-0.63,-1.26,11.41,1
-0.63,0.66,8.03,1
-0.63,4.91,9.98,0
-0.63,4.91,9.98,0
-0.63,4.91,9.98,0
-0.63,4.91,9.98,1
-0.63,-3.65,12.73,1
-0.63,-0.24,10.38,0
-0.63,-1.33,10.68,0
-0.63,-1.33,10.68,0
-0.63,-1.33,10.68,0
-0.63,-1.33,10.68,0
-0.63,-0.97,12.28,1
-0.63,2.88,9.14,1
-0.63,-1.45,14.93,1
-0.63,0.61,11.26,0
-0.63,0.61,11.26,0
-0.63,0.61,11.26,1
-0.62,-5.15,10.17,1
-0.62,5.59,8.56,1
-0.62,-0.74,10.82,0
-0.62,0.46,10.65,0
-0.62,-0.39,8.82,1
-0.61,1.54,11.87,0
-0.61,3.39,11.71,1
-0.61,-3.43,7.84,1
-0.61,-0.34,11.72,1
-0.61,-2.26,9.99,0
-0.61,-2.26,9.99,0
-0.61,-2.26,9.99,0
-0.61,-2.26,9.99,1
-0.61,0.63,10.41,0
-0.61,0.63,10.41,0
-0.61,0.63,10.41,0
-0.61,0.63,10.41,1
-0.61,-1.22,12.32,1
-0.61,-3.33,10.51,1
-0.61,4.47,5.75,1
-0.61,-0.82,8.42,0
-0.61,-0.83,8.94,1
-0.61,-4.07,10.49,0
-0.61,-2.4,9.4,0
-0.6,-1.65,10.4,0
-0.6,-0.88,9.54,1
-0.6,-2.59,11.28,1
-0.6,0.31,10.96,1
-0.6,-3.65,9.86,1
-0.6,2.52,12.99,1
-0.6,-0.32,11.87,1
-0.6,-2.37,13.4,0
-0.6,-2.79,11.37,1
-0.6,3.03,10.05,1
-0.59,-1.46,8.26,1
-0.59,-2.43,11.71,0
-0.59,-0.7,10.51,0
-0.59,-0.27,10.22,0
-0.59,-0.27,10.22,0
-0.59,-0.27,10.22,1
-0.59,-2.42,11.13,1
-0.59,-1.89,8.05,1
-0.59,-0.64,9.89,0
-0.59,-0.14,12.33,0
-0.59,-0.14,12.33,1
-0.59,-0.96,8.29,1
-0.58,-0.01,11.34,0
-0.58,-1.09,9.73,0
-0.58,-0.72,7.8,1
-0.58,-0.34,10.57,1
-0.58,-1.62,7.99,0
-0.58,-1.62,7.99,0
-0.58,-1.62,7.99,0
-0.58,-1.62,7.99,1
-0.58,7.38,4.51,1
-0.58,-2.6,10.93,0
-0.58,-0.03,11.09,0
-0.58,-0.03,11.09,0
-0.58,-0.03,11.09,0
-0.58,-0.03,11.09,0
-0.57,-2.54,11.38,0
-0.57,-1.41,9.57,0
-0.57,-1.41,9.57,0
-0.57,-1.41,9.57,0
-0.57,-1.41,9.57,1
-0.57,6.02,6.46,1
-0.57,1.45,11.37,1
-0.57,5.01,5.24,1
-0.57,-0.3,9.32,0
-0.57,-1.14,11.46,0
-0.57,-1.3,9.8,0
-0.57,-1.3,9.8,0
-0.57,-0.78,10.46,0
-0.57,-0.78,10.46,0
-0.57,-0.78,10.46,0
-0.57,-0.78,10.46,1
-0.57,5.17,6.69,0
-0.57,5.17,6.69,0
-0.57,5.17,6.69,0
-0.57,5.17,6.69,0
-0.57,5.17,6.69,0
-0.57,5.17,6.69,0
-0.57,5.17,6.69,0
-0.57,5.17,6.69,0
-0.57,5.17,6.69,0
-0.57,5.17,6.69,0
-0.57,5.1,5.32,1
-0.56,-0.98,8.55,1
-0.56,-1.07,11.96,0
-0.56,-1.07,11.96,1
-0.56,-2.68,8.33,0
-0.56,-2.68,8.33,0
-0.56,-2.68,8.33,0
-0.56,-2.68,8.33,0
-0.56,-2.68,8.33,0
-0.56,-1.17,9.81,0
-0.56,0,11.28,0
-0.56,-2.19,11.61,0
-0.56,-3.11,9.74,1
-0.56,-0.5,9.32,0
-0.56,-0.08,11,0
-0.56,-0.08,11,0
-0.56,-0.08,11,0
-0.56,-0.08,11,1
-0.56,-1.6,9.48,0
-0.56,-1.95,10.34,0
-0.56,-3.51,9.96,1
-0.56,-0.64,9.77,0
-0.55,-0.68,11.71,0
-0.55,-0.22,12.58,0
-0.55,-0.22,12.58,0
