X,Y,Z,"Label 0,1"
0.08956909,2.4654388,12.088776,0
0.21646118,2.3289642,11.834991,0
0.24040222,2.0440674,11.612335,0
-0.0660553,1.8405609,11.171799,0
-0.3006897,1.7711182,10.408051,0
-0.41560364,1.8860474,9.711334,0
-0.5544739,1.8213959,9.198975,0
-0.65982056,1.6178894,8.686615,0
-0.6071472,1.40242,8.066513,0
-0.42518616,1.407196,7.4799347,0
-0.2647705,1.5580444,6.950821,0
-0.20730591,1.7615509,6.426483,0
-0.31983948,1.9004059,5.916519,0
-0.3581543,1.9411163,5.4736023,0
-0.30308533,1.9889984,5.191086,0
-0.43714905,1.888443,5.1551666,0
-0.56166077,1.7735138,5.4496613,0
-0.5544739,1.785492,5.837509,0
-0.30548096,1.8501282,6.2421417,0
-0.2791443,1.948288,6.550995,0
-0.40124512,1.991394,6.797592,0
-0.46110535,2.137436,7.094467,0
-0.39645386,2.3002472,7.7672424,0
-0.35336304,2.319397,8.490295,0
-0.29589844,2.446289,9.304321,0
-0.19773865,2.5731812,9.835831,1
0.15899658,2.7695007,11.377701,0
0.35054016,2.901184,12.495789,0
0.66178894,3.0376587,13.6474,0
1.0640106,3.0448303,14.415939,0
1.2531433,2.7910461,15.019272,0
0.99935913,2.3936157,15.440659,0
0.44151306,2.0608215,15.301788,0
-0.001403809,1.8836517,14.473404,0
-0.015777588,1.6873322,12.99379,1
0.09196472,1.4909973,11.387268,1
0.25238037,1.5364838,9.57486,0
0.23800659,1.675354,8.717743,0
0.11351013,1.8621063,7.7002106,0
0.10392761,1.9099884,7.50148,1
-0.03253174,2.2212372,5.8255463,0
0.08477783,2.537262,5.28685,0
0.13265991,2.7335968,5.183899,0
-0.08520508,3.0544128,6.081726,0
-0.06845093,3.1406097,6.785614,0
0.19491577,3.047226,8.200592,0
0.52531433,2.8916016,9.550919,0
0.6713562,2.7886505,10.163834,1
0.82458496,2.5995178,11.873291,0
0.65460205,2.3696747,12.507767,0
0.5325012,2.1829224,12.79985,0
0.43911743,2.058426,12.828583,0
0.3050537,1.7639465,12.56044,0
0.1973114,1.6274719,12.060043,0
0.17814636,1.5819855,11.614731,0
0.12548828,1.5819855,11.169403,0
0.21885681,1.6107178,10.690567,0
0.29786682,1.7423859,10.379318,0
0.38404846,1.8716736,10.228485,0
0.3816681,2.0009613,10.175812,0
0.21406555,2.3337555,9.881317,0
0.1685791,2.6474,9.656265,0
0.16618347,2.8485107,9.620361,0
0.21646118,2.8916016,9.665848,0
0.058441162,2.8700562,9.627533,0
0.04647827,2.846115,9.562897,0
-0.09957886,2.7479553,9.486282,0
-0.20730591,2.7000732,9.23967,0
-0.37490845,2.6497955,8.70816,0
-0.33659363,2.6809235,8.253265,0
-0.30548096,2.7958374,7.3961487,0
-0.38687134,2.8006287,7.108841,0
-0.6406555,2.8724518,6.9963074,0
-0.91600037,3.047226,6.878998,0
-0.9902191,3.2124329,7.096863,0
-1.0740204,3.2243958,7.448807,0
-1.2679443,3.2986298,7.9563904,0
-1.34935,3.569168,8.574081,0
-1.2823029,3.7176056,9.486282,0
-1.1697845,3.6960602,10.400864,0
-1.2894897,3.5476227,11.119125,0
-1.3661041,3.3896027,11.420792,0
-1.2918854,3.3584747,11.284332,0
-1.2511902,3.157364,10.774353,0
-1.0069733,2.9538574,9.826263,0
-0.8705139,3.011322,9.067291,0
-0.6669922,3.0089264,8.571701,0
-0.6646118,2.8556976,8.238907,0
-0.7483978,2.8006287,7.872589,0
-0.918396,2.9418793,7.314743,0
-0.8896637,3.0256805,6.852661,0
-0.8752899,3.1597595,6.476761,0
-0.7819214,3.4039612,6.299591,0
-0.58799744,3.818161,6.495926,0
-0.36532593,3.976181,7.034622,1
-0.14506531,3.9905396,8.631546,0
0.017745972,4.1126556,9.759216,0
0.1685791,4.158142,10.910828,0
0.3098297,4.0599823,12.261154,0
0.36489868,3.928299,12.972244,0
0.39842224,3.7726746,13.678528,0
0.25715637,3.5859222,13.879639,0
-0.022964478,3.284256,13.484589,0
-0.2719574,2.9754028,12.577194,0
-0.35336304,2.7527466,11.301086,0
-0.329422,2.8078156,10.11116,0
-0.1737976,2.8413239,9.110382,0
-0.13069153,2.8556976,8.1670685,0
-0.14027405,2.96344,7.3003693,0
-0.16421509,3.169342,6.7880096,0
-0.17858887,3.4039612,6.7401276,0
-0.329422,3.5739594,6.974762,0
-0.16661072,3.7535248,7.6571045,0
0.056045532,3.9474487,8.985886,1
0.2954712,4.03125,10.72168,1
0.41757202,3.6984558,12.431152,0
0.17814636,3.4063568,13.781479,0
-0.05647278,3.2627106,14.51889,0
-0.23124695,3.1070862,14.526077,0
-0.40603638,2.8269653,13.247574,1
-0.54489136,2.6138763,11.705704,0
-0.5544739,2.4845886,10.482269,1
-0.41799927,2.3217926,8.966736,1
-0.35336304,2.3576965,7.151932,0
-0.5257416,2.525299,5.851883,0
-0.76516724,2.7455597,4.796036,0
-0.94950867,2.767105,4.096924,0
-1.1745758,2.750351,3.749771,0
-1.2966766,2.8796387,3.5534515,0
-1.4211731,2.9921722,3.6635742,0
-1.6558075,3.0400543,3.993988,0
-1.8186035,3.0017395,4.623657,0
-1.8162231,3.1549683,5.4951477,0
-1.8377686,3.3919983,6.5940857,0
-1.8545227,3.552414,7.697815,1
-1.483429,3.6649323,9.744858,1
-0.7627716,3.8133698,11.861328,1
0.19012451,3.9665985,14.073563,1
0.79585266,3.739151,16.101456,1
0.83177185,3.102295,17.111816,0
0.52770996,2.4845886,17.241104,0
0.5588379,1.9099884,17.26265,0
0.5803833,1.6921082,16.47017,1
0.4032135,1.4215698,14.79422,1
0.12309265,1.220459,12.285095,1
0.18054199,1.2132721,10.511002,1
0.2667389,1.4407196,8.928436,1
0.2260437,1.6633759,7.3913574,0
0.0823822,1.967453,6.0122986,0
-0.05407715,2.2427826,5.219818,1
-0.12831116,2.8245697,4.314804,0
-0.24082947,3.1765137,3.9580688,0
-0.19773865,3.4949493,3.8766632,0
0.13745117,3.8708344,4.0274963,0
0.46305847,4.09111,4.448883,0
0.49658203,4.2706757,4.966034,0
0.14942932,4.44545,5.5190887,0
-0.14506531,4.541214,5.784836,0
-0.39405823,4.455017,6.45282,0
-0.6574249,4.3496704,7.2261505,0
-1.0548553,4.3137665,8.131165,0
-1.2272491,4.3377075,8.827881,0
-1.1027374,4.177292,9.550919,0
-1.0404968,3.8444977,10.417618,0
-1.1985168,3.6290283,11.013779,0
-1.3661041,3.4757996,11.447128,0
-1.3661041,3.2196198,11.772736,0
-1.5839844,2.980194,11.911606,0
-1.8928375,2.767105,11.605148,0
-2.168167,2.7359924,10.95871,0
-2.1130981,2.54924,10.372131,0
-2.1107025,2.4606476,10.022583,0
-2.3309631,2.482193,9.459946,0
-2.4865875,2.5971222,9.12236,0
-2.2926636,2.7623138,8.293961,0
-1.9431152,2.6928864,8.049759,0
-1.9550781,2.7862701,7.89653,0
-1.9526825,3.0137177,7.9132843,0
-1.8305817,3.193283,8.147919,0
-1.8497314,3.0520172,8.47113,0
-1.7635498,3.1406097,8.734497,0
-1.3541412,3.2220154,8.918854,0
-1.2511902,3.3512878,9.14151,0
-1.5289154,3.533249,9.361786,0
-1.6294708,3.739151,9.419235,0
-0.9734497,3.8564758,9.531769,0
-0.51138306,3.782257,9.869354,0
-0.5903778,3.5907135,10.297913,0
-1.1242981,3.6697235,10.3841095,0
-1.1338654,3.7008514,9.859772,0
-0.9088135,3.545227,9.2851715,0
-0.97106934,3.4446716,8.856598,0
-1.4187775,3.4302979,8.01384,0
-1.3637085,3.5260773,7.3769836,0
-1.0764008,3.4686127,6.9771576,0
-0.76994324,3.2651062,6.5533752,0
-0.8178406,3.145401,6.287628,0
-0.7915039,3.1334229,5.851883,0
-0.760376,3.2387695,5.595703,0
-1.0381012,3.3058014,5.3802185,0
-1.1458435,3.4518585,5.2102356,0
-1.057251,3.5787506,5.1791077,0
-0.75079346,3.6338043,5.3203735,0
-0.5353241,3.7080383,5.564575,0
-0.6071472,3.9091492,5.753723,0
-0.89445496,4.316162,5.9811707,0
-1.0883789,4.5436096,6.361847,0
-1.2727356,4.438263,7.357834,0
-1.3565369,4.426285,8.473526,0
-1.1841431,4.5938873,9.730484,0
-1.1099243,4.680084,10.405655,1
-0.8130493,4.4598083,12.289886,0
-0.87768555,4.201233,13.147018,0
-0.94473267,4.103073,13.56839,0
-0.9207916,3.8014069,13.932312,0
-0.84417725,3.4949493,13.78627,0
-0.80825806,3.2483368,13.288269,0
-0.8034668,3.1094818,12.63945,0
-0.7915039,2.9754028,12.141449,0
-0.5496826,2.8556976,11.629089,0
-0.37730408,2.968216,11.042511,0
-0.18096924,3.2459564,10.582825,0
-0.06365967,3.3201752,10.254822,0
0.032104492,3.3512878,10.412842,0
-0.018173218,3.5619812,10.015396,0
0.0488739,3.739151,9.507828,0
0.18054199,4.000122,9.0720825,0
0.09915161,4.11026,9.112778,0
-0.23603821,4.2347565,9.10321,0
-0.43237305,4.2395477,9.04335,0
-0.3581543,4.1748962,9.074478,0
-0.334198,4.024063,9.2899475,0
-0.36772156,3.8828125,9.491074,0
-0.4491272,3.8014069,9.510223,0
-0.6981201,3.4997406,9.469513,0
-1.1195068,3.2028503,9.28038,0
-1.3397675,3.0448303,8.94519,0
-1.2966766,3.0879364,8.794357,0
-1.2104797,3.0065308,8.815903,0
-1.4235687,2.7766876,8.712952,0
-1.8066406,2.7024689,8.466354,0
-1.9407196,2.7695007,8.080887,0
-1.9838104,2.781479,7.762451,0
-1.8736725,2.7647095,7.685837,0
-1.8665009,2.7695007,7.666687,0
-1.6390381,2.798233,7.690628,0
-1.3780823,2.6689453,7.8773804,0
-1.2918854,2.5157166,7.9611664,0
-1.4307556,2.4414978,7.6882324,0
-1.2463989,2.6114807,7.4512024,0
-0.8968353,2.664154,7.2022095,0
-0.8250122,2.585144,7.1303864,0
-0.78671265,2.6282501,6.9220886,0
-0.6861572,2.7551422,6.82872,0
-0.60954285,2.9203339,6.7951965,0
-0.705307,3.071167,6.8813934,0
-0.8106537,3.2866516,6.92688,0
-0.8417816,3.6505737,7.0010986,0
-0.7148895,3.9354858,7.3674164,0
-0.77233887,4.0767365,8.021027,0
-0.9614868,4.2203827,8.86618,0
-0.9040222,4.4909363,9.749634,0
-0.70051575,4.560364,11.011383,0
-0.42518616,4.399948,12.141449,0
-0.38687134,4.20842,12.965057,0
-0.31025696,4.0695496,13.300247,0
-0.17858887,3.7846527,13.123077,0
-0.29589844,3.2890472,12.253983,0
-0.5999603,3.0568085,11.1358795,0
-0.69332886,3.0208893,9.9531555,0
-0.6693878,2.9777985,9.110382,0
-0.59516907,3.0089264,8.657883,0
-0.6981201,3.2004547,8.384949,0
-0.59516907,3.4805756,8.478317,0
-0.42279053,3.5715637,8.82309,0
-0.11872864,3.624237,9.383331,0
0.032104492,3.818161,9.912445,0
0.18772888,4.0575867,10.479874,0
0.38404846,4.095886,11.301086,0
0.6354523,3.9905396,12.021744,0
0.9323273,3.9139252,12.64183,0
1.195694,3.7774658,13.111099,0
1.3441315,3.5667725,13.458267,0
1.4351044,3.2243958,13.6091,0
1.3656769,2.877243,13.396011,1
0.8628998,2.7120361,12.117508,0
1.2172394,2.422348,12.385651,0
1.3800507,1.9602661,12.124695,0
0.9443054,1.6154938,11.360947,0
0.69529724,1.5771942,10.927582,0
0.6378479,1.5747986,10.214111,0
0.58277893,1.5987396,9.167847,0
0.3864441,1.6322632,8.104828,0
0.29067993,1.7735138,7.2692413,0
0.17337036,1.9219513,6.59169,0
-0.049301147,2.1087036,5.990738,0
-0.22167969,2.4175568,5.322769,0
-0.37490845,2.939499,4.841522,0
-0.5544739,3.5356445,4.599716,0
-0.5688324,3.9115448,4.5925293,0
-0.65023804,4.328125,5.057007,0
-0.64305115,4.7207794,6.076935,0
-0.65023804,5.0703278,7.515854,1
-0.55926514,5.2115936,9.452759,1
-0.43954468,5.058365,11.710495,1
-0.23603821,4.6657104,13.6091,1
0.060836792,4.12941,14.8038025,0
0.000977,3.5164948,14.954636,0
0.015350342,3.0496216,14.557205,0
-0.010986328,2.8030243,13.779083,0
-0.10675049,2.3313599,12.483826,0
-0.3988495,1.8477325,11.147858,1
-0.7124939,1.6418304,9.493469,0
-0.82022095,1.7711182,8.382553,0
-0.77952576,2.094345,7.683441,0
-0.6981201,2.4438934,7.3482513,0
-0.7531891,2.659378,7.0681305,0
-0.8968353,2.8485107,7.0034943,0
-0.97824097,3.071167,7.197418,0
-1.0404968,3.2076416,7.647537,0
-0.9590912,3.2675018,8.066513,0
-0.82022095,3.3800201,8.4831085,0
-0.6622162,3.3824158,8.923645,0
-0.6047516,3.236374,9.39769,0
-0.7244568,3.1334229,9.651474,0
-0.7747345,3.0184937,9.663452,0
-0.784317,2.901184,9.735275,0
-0.7915039,2.7599335,9.723312,0
-0.81544495,2.6282501,9.567688,0
-0.72206116,2.5875397,9.361786,0
-0.67178345,2.5755768,9.2851715,0
-0.79389954,2.477417,9.045746,0
-0.9997864,2.446289,8.870972,0
-1.1673889,2.5085297,8.736893,0
-1.2679443,2.5516357,8.710556,0
-1.3589172,2.580368,8.74408,0
-1.4403229,2.5588074,8.820694,0
-1.4762421,2.592331,9.108002,0
-1.5791931,2.580368,9.412064,0
-1.8353729,2.4654388,9.488678,0
-2.187317,2.3600922,9.270798,0
-2.4602509,2.3241882,9.131943,0
-2.7834778,2.4319153,8.942795,0
-3.4754028,2.8700562,9.084061,1
-2.9678345,2.8317566,8.578873,0
-2.8074188,2.9586487,8.710556,0
-2.582367,2.8748474,8.938004,0
-2.9319153,2.6904907,9.112778,0
-3.4251251,2.6114807,8.897308,0
-3.7962189,2.5085297,8.478317,0
-3.6956635,2.2212372,8.274811,0
-3.4897614,1.9028015,8.308334,0
-3.5903168,1.8357697,8.033005,0
-3.5591888,1.869278,7.539795,0
-3.1833038,1.9219513,6.974762,0
-2.9726105,1.9889984,6.5581665,0
-2.8385468,2.0201263,6.1631317,0
-2.7714996,2.3050232,5.9524384,0
-2.7188263,2.6474,5.954834,0
-2.709259,2.9418793,6.1631317,0
-2.5153198,3.308197,6.4743805,0
-1.9718323,3.528473,6.821533,0
-1.4906006,3.631424,7.594864,0
-1.4139862,3.6170502,8.827881,0
-1.3996277,3.5500183,10.230881,0
-1.3373718,3.569168,11.502197,0
-1.1625977,3.5188904,12.723236,0
-0.8728943,3.2675018,13.712051,0
-0.5185547,3.0759583,14.116669,0
-0.11633301,2.7551422,13.577972,0
0.015350342,2.664154,12.7400055,0
-0.12112427,2.640213,11.823013,0
-0.14266968,2.525299,10.807877,0
-0.20970154,2.367279,9.481491,0
-0.334198,2.3576965,8.62915,0
-0.38687134,2.4965668,8.004272,0
-0.42518616,2.6809235,7.3961487,0
-0.45391846,2.8078156,6.981949,0
-0.5185547,3.035263,6.3953705,0
-0.57362366,3.2986298,6.014694,0
-0.7340393,3.7176056,5.863846,0
-0.72206116,4.18927,5.7872314,0
-0.22647095,4.3927765,5.808792,0
-0.013381958,4.3855896,6.270859,0
-0.21928406,4.419113,6.9484253,0
-0.46588135,4.4837494,7.6379547,0
-0.55207825,4.3975677,8.277206,0
-0.6071472,4.1605377,8.938004,0
-0.89923096,3.7200012,9.948364,0
-0.8417816,3.624237,10.161438,0
-0.56643677,3.1549683,10.740845,0
-0.547287,3.0687866,10.795914,0
-0.83699036,2.7240143,10.70253,1
-1.725235,2.6354218,9.9579315,0
-1.6965027,2.640213,9.026596,0
-1.404419,2.5588074,8.241287,0
-1.5887604,2.7455597,7.6403503,0
-1.7635498,3.0568085,7.386566,0
-1.7635498,3.3273468,7.223755,0
-1.9909973,3.5308533,7.326706,0
-2.1705627,3.8229523,7.5038757,0
-2.0915527,4.1198273,7.7480927,0
-1.7563629,4.3017883,8.317902,0
-1.6366577,4.311371,8.825485,0
-1.5959473,4.4095306,9.701752,0
-1.4690552,4.5747375,10.247635,0
-1.1865387,4.5627594,10.441559,0
-1.0500641,4.4239044,10.6019745,0
-1.0596466,4.4478455,10.6019745,0
-0.84895325,4.4358673,10.527756,0
-0.5544739,4.3137665,10.434387,0
-0.5401001,4.1246185,10.317062,0
-0.705307,4.0575867,9.955536,0
-0.9327545,4.0887146,9.617966,0
-0.75798035,4.0647736,9.392899,0
-0.48025513,3.9809723,9.124756,0
-0.34857178,4.0408325,8.815903,0
-0.44433594,4.1629333,8.34903,0
-0.5137634,4.308975,7.9563904,0
-0.49221802,4.2515106,7.8941345,0
-0.39405823,4.237152,7.8031616,0
-0.30308533,4.2515106,7.67865,0
-0.16900635,4.170105,7.606827,0
-0.039718628,4.09111,7.618805,0
0.27153015,4.014496,7.9348297,0
0.56840515,3.8899841,8.289185,0
0.66178894,3.6433868,8.758438,0
0.62586975,3.4326935,9.196579,0
0.63305664,3.2555237,9.57486,0
0.7503662,3.2339783,9.974701,0
0.7862854,3.1310272,10.154266,0
0.7767029,3.0615997,10.345795,0
0.74079895,3.0759583,10.403259,0
0.80303955,3.2124329,10.221298,0
0.8461304,3.5595856,9.993851,0
0.7144623,3.7295837,9.85498,0
0.37208557,3.8229523,9.479095,0
0.034500122,3.9426575,9.0625,0
-0.013381958,4.043213,8.86618,0
-0.13787842,4.098282,8.557327,0
-0.29589844,4.1844788,8.346634,0
-0.37490845,4.249115,8.214951,0
-0.26956177,4.2515106,8.200592,0
-0.21209717,4.2778473,8.315521,0
-0.15463257,4.296997,8.449585,0
-0.05886841,4.3807983,8.691406,0
0.060836792,4.4526215,9.194183,0
0.27153015,4.3185577,9.785553,0
0.3098297,4.1868744,10.053711,0
0.06323242,3.9642181,10.501419,0
-0.15463257,3.739151,10.719299,0
-0.250412,3.4997406,10.831818,0
-0.3701172,3.3800201,10.657043,0
-0.33181763,3.3105927,10.379318,0
-0.26716614,3.2698975,10.106384,0
-0.21928406,3.181305,9.807098,0
-0.25997925,3.035263,9.558105,0
-0.30308533,2.939499,9.323471,0
-0.29110718,2.9251251,9.275589,0
-0.31983948,2.9275208,9.251648,0
-0.3222351,3.0256805,9.352203,0
-0.1570282,3.205246,9.414459,0
0.1398468,3.3369293,9.591629,0
0.2308197,3.4087524,9.847809,0
0.21646118,3.4638214,9.984268,0
0.1973114,3.4757996,10.106384,0
0.24519348,3.5069122,10.26918,0
0.2763214,3.5021362,10.5421295,0
0.19491577,3.466217,10.661835,0
0.15660095,3.4686127,10.625916,0
0.18293762,3.4853668,10.573242,0
0.18054199,3.4255219,10.360168,0
0.04647827,3.3656616,10.039337,0
-0.003799439,3.3105927,9.7951355,0
-0.044509888,3.2962341,9.534164,0
0.005767822,3.3345337,9.330658,0
-0.006195068,3.435089,9.186996,0
